,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
307,Dr. Lavanya Dudi,"MBBS, MD - Dermatology , Venereology & Leprosy",15 Years Experience Overall  (10 years as specialist),Dermatologist,"Gachibowli, Hyderabad",92% ,(49 votes),₹600
308,Dr. Sindhujaa Sreekanth S,"MBBS, MD - Dermatology , Venereology & Leprosy",3 Years Experience Overall,Dermatologist,"Koramangala 7 Block, Bangalore",0,0,₹600
309,Dr. Anju Bijoy Methil,"MBBS, DVD, MD - Dermatology",28 Years Experience Overall  (15 years as specialist),Dermatologist,"Andheri West, Mumbai",96% ,(657 votes),₹1000
310,Dr. Sejal Saheta,"DNB - Dermatology & Venereology, MBBS",18 Years Experience Overall  (10 years as specialist),Dermatologist,"Powai, Mumbai",95% ,(308 votes),₹900
311,Dr. Saritha Thotakura,"MBBS, MD - Dermatology , Venereology & Leprosy",6 Years Experience Overall,Dermatologist,"Kondapur, Hyderabad",0,0,₹600
312,Dr. Niharika Dixit,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (6 years as specialist),Dermatologist,"Dwarka, Delhi",0,0,₹700
313,Dr. Supraja,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",100% ,(25 votes),₹600
314,Dr. Gogineni Deepti Walvekar,"MBBS, DDVL",14 Years Experience Overall  (10 years as specialist),Dermatologist,"Marathahalli, Bangalore",91% ,(93 votes),₹600
315,Dr. Navjot Singh Arora,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (7 years as specialist),Dermatologist,"Dwarka Sector 7, Delhi",97% ,(337 votes),₹800
316,Dr. Nitin S Walia,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",36 Years Experience Overall  (29 years as specialist),Dermatologist,"Panchsheel Park, Delhi",96% ,(96 votes),₹1500
317,Dr. Satyanarayana Murthy Komakula,"MD - Dermatology, MBBS",33 Years Experience Overall  (31 years as specialist),Dermatologist,"AS Rao Nagar, Hyderabad",68% ,(25 votes),₹450
318,Dr. Deepak Devakar,"MBBS, DDVL",18 Years Experience Overall  (14 years as specialist),Dermatologist,"JP Nagar, Bangalore",98% ,(2445 votes),₹600
319,Dr. Abhiram Rayapati,"MD - Dermatology , Venereology & Leprosy, MBBS",11 Years Experience Overall  (6 years as specialist),Dermatologist,"Kumaraswamy Layout, Bangalore",0,0,₹600
320,Dr. N.Padmaja Nirmala,"MD - Dermatology , Venereology & Leprosy, MBBS",16 Years Experience Overall  (15 years as specialist),Dermatologist,"Pragathi Nagar, Hyderabad",93% ,(191 votes),₹500
321,Dr. Vanita Mathew,"MBBS, DDVL",15 Years Experience Overall,Dermatologist,"Bannerghatta Road, Bangalore",0,0,₹850
322,Dr. B Sadhana Reddy,"DDVL, MBBS",10 Years Experience Overall  (6 years as specialist),Dermatologist,"Amberpet, Hyderabad",0,0,₹500
323,Dr. ABHINEETHA HOSTHOTA,"MBBS, MD - Dermatology",12 Years Experience Overall  (11 years as specialist),Dermatologist,"JP Nagar 7 Phase, Bangalore",0,0,₹600
324,Dr. Sheelavathi Natraj,"MBBS, DDVL",18 Years Experience Overall  (8 years as specialist),Dermatologist,"JP Nagar, Bangalore",94% ,(1303 votes),₹700
325,Dr. Kanchan S Topgi,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (3 years as specialist),Dermatologist,"HSR Layout, Bangalore",0,0,₹600
326,Dr. Prajct Sao,"MBBS, MD - Dermatology",20 Years Experience Overall  (14 years as specialist),Dermatologist,"Lower Parel, Mumbai",93% ,(121 votes),₹1000
327,Dr. Indu Ballani,"MBBS, MD - Dermatology",17 Years Experience Overall,Dermatologist,"Pusa Road, Delhi",91% ,(69 votes),₹1000
328,Dr. Prakruthi,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (7 years as specialist),Dermatologist,"HSR Layout, Bangalore",100% ,(49 votes),₹600
329,Dr. Parthasarathi Dutta Roy,"MBBS, DDVL, MD - Skin,VD & Leprosy",19 Years Experience Overall  (14 years as specialist),Dermatologist,"MG Road, Bangalore",89% ,(4844 votes),₹700
330,Dr. Hema S,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (5 years as specialist),Dermatologist,"Sadashivanagar, Bangalore",97% ,(34 votes),₹600
331,Dr. Shamsunder Agarwal,"MBBS, DVD",21 Years Experience Overall,Dermatologist,"Viman Nagar, Pune",0,0,₹500
332,Dr. Priyadarshini M,"MD - Dermatology, MBBS",11 Years Experience Overall  (7 years as specialist),Dermatologist,"Hebbal, Bangalore",98% ,(65 votes),₹1090
333,Dr. Pallavi Chandna Rohatagi,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall,Dermatologist,"Panchsheel Park, Delhi",0,0,₹1200
334,Dr. Jaya Sathvika Varre,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (4 years as specialist),Dermatologist,"HRBR Layout, Bangalore",93% ,(44 votes),₹600
335,Dr. Shikha Shah,"MBBS, DDV",8 Years Experience Overall  (4 years as specialist),Dermatologist,"Andheri West, Mumbai",97% ,(30 votes),₹1000
336,Dr. Anupama MP,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",14 Years Experience Overall  (9 years as specialist),Dermatologist,"Jayanagar 4 Block, Bangalore",96% ,(23 votes),₹650
337,Dr. Rashmi Sharma,"DNB - Dermatology & Venereology, MBBS, DDVL",13 Years Experience Overall  (10 years as specialist),Dermatologist,"Panchsheel Park, Delhi",89% ,(44 votes),₹1200
338,Dr. Hiba Firdous,"MBBS, DDVL",6 Years Experience Overall  (3 years as specialist),Dermatologist,"Shivajinagar, Pune",0,0,₹600
339,Dr. Malay Mehta,"MD - Dermatology , Venereology & Leprosy, MBBS",11 Years Experience Overall  (7 years as specialist),Dermatologist,"Vileparle West, Mumbai",96% ,(106 votes),₹1000
340,Dr. Sana Bhamla,"MBBS, DVD",14 Years Experience Overall  (11 years as specialist),Dermatologist,"Mumbai Central, Mumbai",95% ,(298 votes),₹1500
341,Dr. Pratik Thacker,"MD - Dermatology , Venereology & Leprosy, MBBS",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Borivali West, Mumbai",97% ,(33 votes),₹800
342,Dr. Maxim Dmello,"MBBS, DVD",35 Years Experience Overall  (33 years as specialist),Dermatologist,"Borivali West, Mumbai",97% ,(94 votes),₹850
343,Dr. U V S Akhila Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",6 Years Experience Overall  (2 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",0,0,₹500
344,Dr. A.K.Chatterjee,"MBBS, DVD",47 Years Experience Overall  (33 years as specialist),Dermatologist,"Ram Nagar, Delhi",0,0,₹700
345,Dr. P Sravanthi,"MBBS, DDVL",9 Years Experience Overall  (4 years as specialist),Dermatologist,"Nacharam, Hyderabad",0,0,₹600
346,Dr. D Subhash Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",23 Years Experience Overall  (15 years as specialist),Dermatologist,"Habsiguda, Hyderabad",58% ,(48 votes),₹500
347,Dr. Deepti  Shrivastava,"MBBS, Diploma in Dermatology",27 Years Experience Overall  (6 years as specialist),Dermatologist,"Anand Vihar, Delhi",95% ,(1022 votes),₹800
348,Dr. Indira,"MBBS, MD - Dermatology , Venereology & Leprosy",32 Years Experience Overall  (26 years as specialist),Dermatologist,"Ameerpet, Hyderabad",86% ,(14 votes),₹500
349,Dr. Shravya G,"MBBS, MD - Dermatology , Venereology & Leprosy",16 Years Experience Overall  (11 years as specialist),Dermatologist,"Jubilee Hills, Hyderabad",92% ,(634 votes),₹620
350,Dr. Ambresh Badad,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall,Dermatologist,"Sarjapur Road, Bangalore",97% ,(31 votes),₹300
351,Dr. Harika Ramisetty,"DDVL, MBBS",13 Years Experience Overall  (9 years as specialist),Dermatologist,"Madhapur, Hyderabad",99% ,(146 votes),₹600
352,Dr. Meghana,"MBBS, MD - Dermatology",19 Years Experience Overall  (17 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",99% ,(176 votes),₹600
353,Dr. Deepak Jakhar,"MD - Dermatology, MBBS",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Dwarka Sector 19, Delhi",0,0,₹600
354,Dr. Haresh  Timbadia,"MD - Skin Diseases, MBBS",41 Years Experience Overall  (38 years as specialist),Dermatologist,"Borivali West, Mumbai",95% ,(201 votes),₹1200
355,Dr. Sirisha Yanegalla,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Kondapur, Hyderabad",96% ,(170 votes),₹600
356,Dr. A Aruna Prasad,"MBBS, DVD",26 Years Experience Overall,Dermatologist,"Yeshwanthpur, Bangalore",90% ,(891 votes),₹850
357,Dr. Archana Bhowmik,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (1 year as specialist),Dermatologist,"Himayat Nagar, Hyderabad",0,0,₹600
358,Dr. Vinay Kulkarni,"MBBS, MD - Dermatology , Venereology & Leprosy",39 Years Experience Overall,Dermatologist,"Deccan Gymkhana, Pune",91% ,(11 votes),₹500
359,Dr. Amrutha,"MD - Dermatology , Venereology & Leprosy, MBBS",13 Years Experience Overall  (7 years as specialist),Dermatologist,"Vijayanagar, Bangalore",70% ,(27 votes),₹1000
360,Dr. Anju Mangla,"MBBS, MD - Dermatology , Venereology & Leprosy",27 Years Experience Overall  (23 years as specialist),Dermatologist,"Sarita Vihar, Delhi",68% ,(40 votes),₹2000
361,Dr. Yasmin Abdul Rahman,"MBBS, DDVL",14 Years Experience Overall  (8 years as specialist),Dermatologist,"Whitefield, Bangalore",99% ,(1619 votes),₹600
362,Dr. Bala Ganpathy,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (5 years as specialist),Dermatologist,"Velachery, Chennai",0,0,₹500
363,Dr. Shraddha Patil,"MBBS, DVD",8 Years Experience Overall  (2 years as specialist),Dermatologist,"Pimple Saudagar, Pune",0,0,₹500
364,Dr. S Dinesh Ponraj,"MBBS, DDVL",13 Years Experience Overall  (12 years as specialist),Dermatologist,"Nanganallur, Chennai",97% ,(32 votes),₹500
365,Dr. Pooja Arun Bonde,"MBBS, DDVL",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Baner, Pune",100% ,(15 votes),₹600
366,Dr. Anoop Gopal D S,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (4 years as specialist),Dermatologist,"Koramangala 7 Block, Bangalore",91% ,(43 votes),₹600
367,Dr. Rajeev Dhir,"MBBS, MD - Dermatology and Venerology",41 Years Experience Overall  (33 years as specialist),Dermatologist,"Powai, Mumbai",77% ,(13 votes),₹1300
368,Dr. Jyoti Gupta,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (9 years as specialist),Dermatologist,"Panchsheel Enclave, Delhi",98% ,(1031 votes),₹1000
369,Dr. Sujit Shanshanwal,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (7 years as specialist),Dermatologist,"Santacruz West, Mumbai",99% ,(992 votes),₹1000
370,Dr. Tejaswi Cherukuri,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (5 years as specialist),Dermatologist,"Neelankarai, Chennai",100% ,(13 votes),₹600
371,Dr. L K Desai,"MD - Dermatology , Venereology & Leprosy, MBBS",27 Years Experience Overall  (17 years as specialist),Dermatologist,"Sopan Baug, Pune",94% ,(305 votes),₹500
372,Dr. K Tina Priscilla,"MD - Dermatology , Venereology & Leprosy, MBBS",21 Years Experience Overall  (15 years as specialist),Dermatologist,"Manikonda, Hyderabad",0,0,₹500
373,Dr. J Prasad,"MBBS, DVD",12 Years Experience Overall  (10 years as specialist),Dermatologist,"Indiranagar, Bangalore",97% ,(1323 votes),₹600
374,Dr. Durga Kalyani,"MBBS, DDVL",12 Years Experience Overall  (9 years as specialist),Dermatologist,"Srinagar Colony, Hyderabad",80% ,(15 votes),₹500
375,Dr. Vasudha Varda,"MD - Dermatology , Venereology & Leprosy, MBBS",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Jayanagar, Bangalore",0,0,₹600
376,Dr. Nikhita Shetty,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (3 years as specialist),Dermatologist,"Koramangala 7 Block, Bangalore",0,0,₹600
377,Dr. R. Sowmiya,"MBBS, MD - Dermatology , Venereology & Leprosy",20 Years Experience Overall  (12 years as specialist),Dermatologist,"Mogappair East, Chennai",97% ,(602 votes),₹300
378,Dr. Shilpi Bansal,"MD - Dermatology , Venereology & Leprosy, MBBS",5 Years Experience Overall,Dermatologist,"Rohini Sector 3, Delhi",95% ,(39 votes),₹500
379,Dr. Shirin Bakshi,"MBBS, MD - Dermatology , Venereology & Leprosy",5 Years Experience Overall  (2 years as specialist),Dermatologist,"Safdarjung Enclave, Delhi",0,0,₹800
380,Dr. Gunjan Chavan,"MBBS, DVD",18 Years Experience Overall  (10 years as specialist),Dermatologist,"Pimple Saudagar, Pune",96% ,(245 votes),₹500
381,Dr. Cordelia Babitha,"MBBS, MD - Dermatology , Venereology & Leprosy",18 Years Experience Overall  (7 years as specialist),Dermatologist,"Besant Nagar, Chennai",100% ,(55 votes),₹600
382,Dr. Sohandas Shetty B,"MBBS, DDVL",25 Years Experience Overall  (21 years as specialist),Dermatologist,"Bannerghatta Road, Bangalore",96% ,(676 votes),₹450
383,Dr. Vasavi Latha Chandika,"MBBS, MD - Dermatology , Venereology & Leprosy",17 Years Experience Overall  (7 years as specialist),Dermatologist,"East Marredpally, Hyderabad",0,0,₹700
384,Dr. Sanjay S Chopra,"MBBS, DVD",11 Years Experience Overall,Dermatologist,"Parel, Mumbai",96% ,(185 votes),₹900
385,Dr. Radhika S R,"MBBS, MD - Dermatology , Venereology & Leprosy",7 Years Experience Overall  (3 years as specialist),Dermatologist,"Mahalakshmi Layout, Bangalore",100% ,(21 votes),₹600
386,Dr. Geetali Kharghoria,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",7 Years Experience Overall  (4 years as specialist),Dermatologist,"Defence Colony, Delhi",0,0,₹800
387,Dr. G Sree Ranjitha,"MD - Dermatology , Venereology & Leprosy, MBBS",13 Years Experience Overall  (9 years as specialist),Dermatologist,"Sanath Nagar, Hyderabad",0,0,₹500
388,Dr. Snehal Navande,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (3 years as specialist),Dermatologist,"Baner Road, Pune",0,0,₹600
389,Dr. Mudasir Khan,"MBBS, Masters in Clinical Dermatology",28 Years Experience Overall  (9 years as specialist),Dermatologist,"Jasola, Delhi",94% ,(99 votes),₹800
390,Dr. Shveta Sharma,"MBBS, DVD",17 Years Experience Overall  (4 years as specialist),Dermatologist,"Kharadi, Pune",0,0,₹750
391,Dr. Mansi Sanghvi,"MBBS, DNB - Dermatology & Venereology",18 Years Experience Overall  (13 years as specialist),Dermatologist,"Powai, Mumbai",97% ,(99 votes),₹1200
392,Dr. Vindhya Raparla,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (4 years as specialist),Dermatologist,"Marine Lines, Mumbai",100% ,(52 votes),₹1250
393,Dr. Ashutosh Shende,"MBBS, MD - Pharmacology, DVD",15 Years Experience Overall  (5 years as specialist),Dermatologist,"Kothrud, Pune",98% ,(111 votes),₹500
394,Dr. Shruthi C,"MBBS, MD - Dermatology , Venereology & Leprosy",13 Years Experience Overall  (7 years as specialist),Dermatologist,"Jayanagar 4 Block, Bangalore",0,0,₹600
395,Dr. Divya Venkumahanty Suma,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (6 years as specialist),Dermatologist,"Secunderabad, Hyderabad",100% ,(35 votes),₹600
396,Dr. Vignessh Raj,"MBBS, DDVL",15 Years Experience Overall  (9 years as specialist),Dermatologist,"Whitefield, Bangalore",99% ,(873 votes),₹600
397,Dr. B Utham Kumar,"MBBS, MD - Dermatology , Venereology & Leprosy",23 Years Experience Overall  (3 years as specialist),Dermatologist,"Chanda Nagar, Hyderabad",99% ,(119 votes),₹500
398,Dr. Soni Gupta,"MBBS, DDVL",16 Years Experience Overall  (12 years as specialist),Dermatologist,"Panchsheel Park, Delhi",0,0,₹1000
399,Dr. Chetana,"MD - Dermatology , Venereology & Leprosy, MBBS",18 Years Experience Overall  (14 years as specialist),Dermatologist,"Sadashivanagar, Bangalore",96% ,(46 votes),₹600
400,Dr. Smitha Warrier,"MBBS, MD - Dermatology and Venerology",19 Years Experience Overall,Dermatologist,"Bannerghatta Road, Bangalore",76% ,(88 votes),₹850
401,Dr. Shantini Vijayasuriar,"DDVL, MBBS",6 Years Experience Overall,Dermatologist,"Millers Road, Bangalore",0,0,₹1000
402,Dr. Prachi Saraogi,"MD - Dermatology , Venereology & Leprosy, MBBS",14 Years Experience Overall  (9 years as specialist),Dermatologist,"Malad East, Mumbai",99% ,(210 votes),₹800
403,Dr. Latha A Muthu,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (1 year as specialist),Dermatologist,"Adyar, Chennai",0,0,₹600
404,Dr. Nimesh Mehta,"MBBS, MD - Dermatology",26 Years Experience Overall  (25 years as specialist),Dermatologist,"Mahim, Mumbai",89% ,(19 votes),₹1800
405,Dr. Jatin Sidhwa,"MBBS, MD - Dermatology",7 Years Experience Overall  (2 years as specialist),Dermatologist,"Vasant Kunj, Delhi",100% ,(47 votes),₹800
406,Dr. Vijaya Deepika,"MD - Dermatology, MBBS",12 Years Experience Overall  (10 years as specialist),Dermatologist,"Kondapur, Hyderabad",96% ,(76 votes),₹700
407,Dr. Hima Bindu,"MBBS, MD - Dermatology , Venereology & Leprosy",15 Years Experience Overall  (6 years as specialist),Dermatologist,"Himayat Nagar, Hyderabad",100% ,(44 votes),₹600
408,Dr. Shikha Chopade,"MBBS, DDVL",14 Years Experience Overall  (11 years as specialist),Dermatologist,"Aundh, Pune",97% ,(123 votes),₹500
409,Dr. Ravindra Dargainya,"MBBS, DDV",14 Years Experience Overall,Dermatologist,"Malad West, Mumbai",79% ,(174 votes),₹700
410,Dr. Shraddha Kololgi,"MBBS, MD - Dermatology , Venereology & Leprosy",6 Years Experience Overall  (3 years as specialist),Dermatologist,"Jayanagar 4 Block, Bangalore",100% ,(34 votes),₹600
411,Dr. P. Jyoti,"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy",14 Years Experience Overall  (8 years as specialist),Dermatologist,"Gachibowli, Hyderabad",100% ,(19 votes),₹600
412,Dr. Gaurav Garg,"MBBS, MD - Dermatology , Venereology & Leprosy",15 Years Experience Overall  (11 years as specialist),Dermatologist,"Green Park, Delhi",92% ,(630 votes),₹1200
413,Dr. Poojita B S,"MBBS, MD - Dermatology , Venereology & Leprosy",5 Years Experience Overall,Dermatologist,"Jayanagar 4 Block, Bangalore",0,0,₹650
414,Dr. K Rama krishna,"DDVL, MBBS",16 Years Experience Overall  (14 years as specialist),Dermatologist,"LB Nagar, Hyderabad",91% ,(22 votes),₹400
415,Dr. Sachith Abraham,"MD - Skin & VD, MBBS",29 Years Experience Overall  (24 years as specialist),Dermatologist,"Koramangala, Bangalore",95% ,(1381 votes),₹1200
416,Dr. Rethvi Tej,"MD - Dermatology , Venereology & Leprosy, MBBS, DNB - Dermatology, Venereology & Leprosy",12 Years Experience Overall  (6 years as specialist),Dermatologist,"Sadashivanagar, Bangalore",98% ,(55 votes),₹600
417,Dr. Jai Dhingra,"MBBS, DNB - Dermatology & Venereology",11 Years Experience Overall  (6 years as specialist),Dermatologist,"Pitampura, Delhi",99% ,(145 votes),₹500
418,Dr. Harini Irri,"MBBS, MD - Dermatology , Venereology & Leprosy",6 Years Experience Overall  (1 year as specialist),Dermatologist,"KPHB, Hyderabad",0,0,₹600
419,Dr. Apeksha Chaudhari,"MBBS, DVD",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Marol, Mumbai",98% ,(86 votes),₹800
420,Dr. Raja Sekhar M,"MBBS, MD - Dermatology , Venereology & Leprosy",11 Years Experience Overall  (5 years as specialist),Dermatologist,"SR Nagar, Hyderabad",0,0,₹500
421,Dr. Hetal Jobanputra,"MBBS, DVD, FCPS - Dermatology & Venereology, DNB - Dermatology & Venereology",17 Years Experience Overall  (16 years as specialist),Dermatologist,"Baner, Pune",97% ,(675 votes),₹600
422,Dr. Kavish Chouhan,"MD - Dermatology and Venerology, MBBS",15 Years Experience Overall  (11 years as specialist),Dermatologist,"Defence Colony, Delhi",91% ,(1336 votes),₹1500
423,Dr. Nisha Shokeen,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (4 years as specialist),Dermatologist,"Panchsheel Park, Delhi",0,0,₹1000
424,Dr. Kiran Kattishettar,"MBBS, MD - Dermatology",32 Years Experience Overall,Dermatologist,"Hebbal, Bangalore",0,0,₹1000
425,Dr. Prof.Venugopal Reddy,"MBBS, MD - Dermatology",28 Years Experience Overall  (23 years as specialist),Dermatologist,"Thousand Lights, Chennai",96% ,(98 votes),₹1000
426,Dr. Gunjan Verma,"MD - Dermatology , Venereology & Leprosy, MBBS",10 Years Experience Overall  (7 years as specialist),Dermatologist,"Dwarka, Delhi",96% ,(89 votes),₹500
427,Dr. Ashwini Kedar,"MBBS, DDVL",17 Years Experience Overall  (15 years as specialist),Dermatologist,"Old Rajendra Nagar, Delhi",95% ,(40 votes),₹500
428,Dr. Nataraj Perumalla,"MBBS, MD - Dermatology , Venereology & Leprosy",18 Years Experience Overall  (14 years as specialist),Dermatologist,"Alwal, Hyderabad",96% ,(47 votes),₹500
429,Dr. Sajjan R Agarwal,"MBBS, MD - Skin Diseases",44 Years Experience Overall,Dermatologist,"Panjagutta, Hyderabad",92% ,(555 votes),₹700
430,Dr. Deepam J. Shah,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (9 years as specialist),Dermatologist,"Opera House, Mumbai",96% ,(484 votes),₹1500
431,Dr. Jyothi Menon,"MBBS, DDVL",21 Years Experience Overall  (19 years as specialist),Dermatologist,"Koramangala 7 Block, Bangalore",96% ,(53 votes),₹600
432,Dr. Poovamma A S,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (5 years as specialist),Dermatologist,"HSR Layout, Bangalore",95% ,(19 votes),₹600
433,Dr. S. Kiran,"MBBS, DDVL, DNB - Dermatology & Venereology",22 Years Experience Overall  (15 years as specialist),Dermatologist,"Kukatpally, Hyderabad",99% ,(1757 votes),₹700
434,Dr. Akhilesh A,"MD - Dermatology , Venereology & Leprosy, MBBS",13 Years Experience Overall  (9 years as specialist),Dermatologist,"New BEL Road, Bangalore",95% ,(389 votes),₹500
435,Dr. Suryaprabha P,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (4 years as specialist),Dermatologist,"Adyar, Chennai",100% ,(86 votes),₹600
436,Dr. Akhila Reddy,"MBBS, MD - Dermatology , Venereology & Leprosy",5 Years Experience Overall,Dermatologist,"Jubilee Hills, Hyderabad",0,0,₹600
437,Dr. Pilli  Manasa Veena,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (4 years as specialist),Dermatologist,"Himayat Nagar, Hyderabad",0,0,₹600
438,Dr. K Anusha,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Kondapur, Hyderabad",0,0,₹500
439,Dr. B. Ashwini,"MBBS, MD - Dermatology , Venereology & Leprosy",8 Years Experience Overall  (4 years as specialist),Dermatologist,"KPHB, Hyderabad",100% ,(17 votes),₹600
440,Dr. Annie Flora,"MBBS, DDVL",17 Years Experience Overall  (12 years as specialist),Dermatologist,"MRC Nagar, Chennai",97% ,(65 votes),₹1200
441,Dr. Sanjay S Desai,"MBBS, MD - Dermatology , Venereology & Leprosy",14 Years Experience Overall  (7 years as specialist),Dermatologist,"RT Nagar, Bangalore",94% ,(66 votes),₹500
442,Dr. Sonal Chavan,"MBBS, MD - Dermatology , Venereology & Leprosy",16 Years Experience Overall  (9 years as specialist),Dermatologist,"Pimple Saudagar, Pune",90% ,(1319 votes),₹600
443,Dr. Vibha Murarka,"MBBS, DVD",19 Years Experience Overall  (12 years as specialist),Dermatologist,"Girgaon, Mumbai",99% ,(395 votes),₹1500
444,Dr. Latika Arya,"MBBS, MD - Dermatology and Venerology",29 Years Experience Overall  (25 years as specialist),Dermatologist,"Defence Colony, Delhi",97% ,(1072 votes),₹2200
445,Dr. Varsha Bodke,"MBBS, DVD, DNB - Dermatology & Venereology",26 Years Experience Overall  (23 years as specialist),Dermatologist,"Vishrantwadi, Pune",88% ,(33 votes),₹500
446,Dr. Arundathi Nagaraj,"MBBS, MD - Dermatology , Venereology & Leprosy",15 Years Experience Overall  (9 years as specialist),Dermatologist,"Indiranagar, Bangalore",95% ,(381 votes),₹700
447,Dr. Ranjan Upadhyay,"MBBS, DNB - Dermatology & Venereology, DDVL",18 Years Experience Overall  (15 years as specialist),Dermatologist,"Vasant Kunj, Delhi",97% ,(1172 votes),₹1500
448,Dr. Sankeerth Vijayakumar,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (7 years as specialist),Dermatologist,"HSR Layout, Bangalore",96% ,(425 votes),₹600
449,Dr. Shruti Gupta,"MD - Dermatology , Venereology & Leprosy, MBBS",12 Years Experience Overall  (8 years as specialist),Dermatologist,"Kamla Nagar, Delhi",99% ,(2286 votes),₹1000
450,Dr. Prateek Sondhi,"MBBS, MD - Dermatology , Venereology & Leprosy",12 Years Experience Overall  (8 years as specialist),Dermatologist,"South Extension 2, Delhi",97% ,(553 votes),₹1200
451,Dr. Shashidhar T,"MBBS, MD - Dermatology , Venereology & Leprosy",15 Years Experience Overall  (10 years as specialist),Dermatologist,"Jayanagar 4 Block, Bangalore",98% ,(5356 votes),₹700
452,Dr. Rashmi Soni Lohiya,"MBBS, Diploma in Dermatology, DNB - Dermatology & Venereology, MD - Dermatology",15 Years Experience Overall  (14 years as specialist),Dermatologist,"Senapati Bapat Marg, Pune",91% ,(186 votes),₹700
453,Dr. Deepthi Atmakuri,"DDVL, MBBS",8 Years Experience Overall  (5 years as specialist),Dermatologist,"Banjara Hills, Hyderabad",100% ,(22 votes),₹700
454,Dr. Namrata Ghai,"MBBS, DDVL",21 Years Experience Overall  (18 years as specialist),Dermatologist,"Bali Nagar, Delhi",92% ,(63 votes),₹1000
455,Dr. Veenu Jindal,"MBBS, MD - Dermatology , Venereology & Leprosy",9 Years Experience Overall  (3 years as specialist),Dermatologist,"Panchsheel Park, Delhi",100% ,(11 votes),₹800
456,Dr. Poorva Shah,"MD - Dermatology , Venereology & Leprosy, MBBS",15 Years Experience Overall  (10 years as specialist),Dermatologist,"Camp, Pune",96% ,(23 votes),₹500
457,Dr. S Roohi Nazneen,"MBBS, MD - Dermatology , Venereology & Leprosy",10 Years Experience Overall  (5 years as specialist),Dermatologist,"Harlur, Bangalore",100% ,(13 votes),₹500
458,Dr. Mukesh Ramnane,"MBBS, MD - Dermatology , Venereology & Leprosy, DVD",39 Years Experience Overall  (37 years as specialist),Dermatologist,"Old Airport Road, Bangalore",74% ,(31 votes),₹750
459,Dr. Amrendra kumar,"MBBS, MD - Dermatology and Venerology",15 Years Experience Overall  (11 years as specialist),Dermatologist,"Defence Colony, Delhi",92% ,(1105 votes),₹1500
460,Dr. Maithili Kamat,"MBBS, MD - Skin Diseases",25 Years Experience Overall  (24 years as specialist),Dermatologist,"Mahim, Mumbai",96% ,(23 votes),₹1800
