,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
1154,Dr. K. Swetha,"BDS, MDS - Prosthodontist And Crown Bridge",19 Years Experience Overall,Dentist,"Kondapur, Hyderabad",99% ,(507 votes),₹500
1155,Dr. Sharath Shetty,"BDS, MDS - Periodontics",18 Years Experience Overall  (17 years as specialist),Dentist,"Pimpri-Chinchwad, Pune",93% ,(112 votes),₹100
1156,Dr. Eisha Kathuria,"BDS, MDS - Prosthodontist And Crown Bridge",19 Years Experience Overall,Dentist,"Tagore Garden, Delhi",96% ,(334 votes),₹800
1157,Dr. Apoorva Sahu,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12 Years Experience Overall  (7 years as specialist),Dentist,"Hadapsar, Pune",100% ,(38 votes),₹300
1158,Dr. Katta R Venkatesh,"MDS - Periodontics, BDS",19 Years Experience Overall  (5 years as specialist),Dentist,"Banashankari 3rd Stage, Bangalore",97% ,(239 votes),₹300
1159,Dr. M.Venkat Reddy,"BDS, MDS - Oral Medicine and Radiology",15 Years Experience Overall,Dentist,"AS Rao Nagar, Hyderabad",99% ,(215 votes),₹500
1160,Dr. Ekta Doctor,"BDS, DMD - Doctor of Dental Medicine",25 Years Experience Overall,Dentist,"Colaba, Mumbai",0,0,₹500
1161,Dr. Venu Babu Pentyala,"BDS, MDS - Conservative Dentistry & Endodontics",8 Years Experience Overall,Dentist,"Chanda Nagar, Hyderabad",0,0,₹300
1162,Dr. Anusudha,BDS,19 Years Experience Overall,Dentist,"Vadapalani, Chennai",0,0,₹500
1163,Dr. Jayesh Ghuge,BDS,7 Years Experience Overall,Dentist,"Mira Road, Mumbai",100% ,(22 votes),₹200
1164,Dr. Viddesh Patil,"BDS, MDS - Prosthodontist And Crown Bridge",9 Years Experience Overall,Dentist,"Aundh, Pune",0,0,₹300
1165,Dr. Kanul Chawla Kapoor,BDS,13 Years Experience Overall,Dentist,"Mayur Vihar Ph-II, Delhi",99% ,(100 votes),₹300
1166,Dr. Aejaz Merchant,BDS,6 Years Experience Overall,Dentist,"Kalyani Nagar, Pune",100% ,(30 votes),₹300
1167,Dr. Amruta Godbole,BDS,18 Years Experience Overall,Dentist,"Khar West, Mumbai",0,0,₹750
1168,Dr. Vivek Kumar,BDS,4 Years Experience Overall,Dentist,"Pandav Nagar, Delhi",0,0,₹200
1169,Dr. Vishwas S,"BDS, MDS - Conservative Dentistry & Endodontics",13 Years Experience Overall,Dentist,"Sadashivanagar, Bangalore",93% ,(14 votes),₹400
1170,Dr. Anjali Gandhi,"BDS, MDS - Conservative Dentistry ",30 Years Experience Overall,Dentist,"Satara Road, Pune",100% ,(157 votes),₹500
1171,Dr. Imran,"BDS, MDS - Prosthodontist And Crown Bridge",11 Years Experience Overall,Dentist,"Anna Nagar East, Chennai",0,0,₹200
1172,Dr. Rajesh Gandhi,"BDS, MDS - Orthodontics",25 Years Experience Overall  (20 years as specialist),Dentist,"Green Park, Delhi",98% ,(117 votes),₹500
1173,Dr. Sweta Singh,BDS,5 Years Experience Overall,Dentist,"Vasai West, Mumbai",100% ,(104 votes),0
1174,Dr. Pankaj Savla,BDS,13 Years Experience Overall,Dentist,"Andheri West, Mumbai",99% ,(138 votes),₹500
1175,Dr. Aastha Chandra,BDS,11 Years Experience Overall,Dentist,"Juhu, Mumbai",0,0,₹500
1176,Dr. Sunil Oberoi,"MDS - Prosthodontist And Crown Bridge, BDS",24 Years Experience Overall  (23 years as specialist),Dentist,"Kalkaji, Delhi",88% ,(16 votes),₹550
1177,Dr. Aditi Kumari,BDS,1 Year Experience Overall,Dentist,"Koramangala, Bangalore",0,0,₹400
1178,Dr. Deepak Daryani,"MDS - Oral Medicine and Radiology, BDS",19 Years Experience Overall,Dentist,"HSR Layout, Bangalore",99% ,(887 votes),₹500
1179,Dr. Sneha Ruparel,BDS,7 Years Experience Overall,Dentist,"Koregaon Park, Pune",100% ,(91 votes),₹300
1180,Dr. S. Harinath Reddy,"BDS, MDS - Periodontics",28 Years Experience Overall  (26 years as specialist),Dentist,"Padmarao Nagar, Hyderabad",98% ,(253 votes),₹500
1181,Dr. Srimani,BDS,23 Years Experience Overall,Dentist,"JP Nagar 1 Phase, Bangalore",96% ,(95 votes),₹200
1182,Dr. Vesta Enid Lydia,"BDS, Fellowship in Medical Cosmetology (FMC)",10 Years Experience Overall,Dentist,"Anna Nagar West, Chennai",99% ,(325 votes),₹150
1183,Dr. (Col) M. C. Sharma,"BDS, MDS - Prosthodontics",36 Years Experience Overall,Dentist,"Frazer Town, Bangalore",96% ,(909 votes),₹500
1184,Dr. Sunila Sampath Kumar,BDS,27 Years Experience Overall  (26 years as specialist),Dentist,"HSR Layout, Bangalore",94% ,(302 votes),₹400
1185,Dr. Vandana,"BDS, MDS - Oral & Maxillofacial Surgery",5 Years Experience Overall,Dentist,"Manikonda, Hyderabad",0,0,₹500
1186,Dr. Swati Maurya,BDS,12 Years Experience Overall,Dentist,"Chandivali, Mumbai",96% ,(24 votes),₹300
1187,Dr. Nidhi Joshi,BDS,8 Years Experience Overall,Dentist,"Goregaon West, Mumbai",0,0,₹500
1188,Dr. Janhavi Banage,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8 Years Experience Overall  (2 years as specialist),Dentist,"Borivali East, Mumbai",100% ,(41 votes),₹100
1189,Dr. Quazi Wasim Bari,"BDS, Fellowship in Oral implantlogy",17 Years Experience Overall,Dentist,"Andheri East, Mumbai",97% ,(292 votes),₹500
1190,Dr. Pooja Patel,BDS,15 Years Experience Overall,Dentist,"Santacruz East, Mumbai",100% ,(22 votes),₹300
1191,Dr. Sindhu Haldal,"BDS, MDS - Conservative Dentistry & Endodontics",13 Years Experience Overall,Dentist,"JP Nagar, Bangalore",99% ,(221 votes),₹300
1192,Dr. Doddi Daisy Persis,BDS,4 Years Experience Overall,Dentist,"Jubilee Hills, Hyderabad",0,0,₹500
1193,Dr. Vidhya Vasanth,BDS,8 Years Experience Overall,Dentist,"Jangpura, Delhi",100% ,(20 votes),₹200
1194,Dr. Sachin Salunkhe,BDS,12 Years Experience Overall,Dentist,"Mulund West, Mumbai",100% ,(15 votes),₹200
1195,Dr. Tushar Nair,BDS,6 Years Experience Overall,Dentist,"Wakad, Pune",0,0,₹200
1196,Dr. Sumedha Nandakumar,BDS,25 Years Experience Overall,Dentist,"KK Nagar, Chennai",99% ,(73 votes),₹200
1197,Dr. Vineesha,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8 Years Experience Overall  (5 years as specialist),Dentist,"Alwarpet, Chennai",100% ,(31 votes),₹400
1198,Dr. Basavaraj B,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall,Dentist,"JP Nagar 8 Phase, Bangalore",100% ,(20 votes),₹250
1199,Dr. Shardul Sontakke,BDS,22 Years Experience Overall,Dentist,"Kothrud, Pune",99% ,(384 votes),₹300
1200,Dr. Karthik Venkataraghavan,"BDS, MDS - Paedodontics And Preventive Dentistry",24 Years Experience Overall,Dentist,"Domlur, Bangalore",96% ,(695 votes),₹600
1201,Dr. Jyothi Vinayan,BDS,6 Years Experience Overall,Dentist,"Bhandarkar Road, Pune",100% ,(24 votes),₹200
1202,Dr. Ritu S Bhola,BDS,18 Years Experience Overall,Dentist,"Vishnu Garden, Delhi",91% ,(65 votes),₹250
1203,Dr. Nikhil,BDS,5 Years Experience Overall,Dentist,"Vasant Kunj, Delhi",100% ,(229 votes),₹500
1204,Dr. Priyanka Jairaj Dalvi,"BDS, MDS - Periodontics",11 Years Experience Overall  (6 years as specialist),Dentist,"Vileparle West, Mumbai",100% ,(32 votes),₹500
1205,Dr. Poonam Kumari,BDS,3 Years Experience Overall,Dentist,"BTM Layout, Bangalore",100% ,(56 votes),₹250
1206,Dr. Tanvir Singh,"BDS, MDS - Orthodontics",23 Years Experience Overall,Dentist,"Anand Niketan, Delhi",96% ,(82 votes),₹500
1207,Dr. Charu Dhanuka,BDS,4 Years Experience Overall,Dentist,"Laxmi Nagar, Delhi",0,0,₹300
1208,Dr. Deepak Raj,"BDS, MDS - Periodontics",13 Years Experience Overall  (9 years as specialist),Dentist,"Kolathur, Chennai",99% ,(203 votes),₹200
1209,Dr. Mallika Adapa,BDS,4 Years Experience Overall,Dentist,"Madhapur, Hyderabad",0,0,₹300
1210,Dr. Adusumilli Gopinath,"BDS, MDS - Orthodontics",23 Years Experience Overall  (22 years as specialist),Dentist,"Gachibowli, Hyderabad",98% ,(361 votes),₹500
1211,Dr. Nikita Kaushal,BDS,9 Years Experience Overall,Dentist,"Hinjewadi, Pune",99% ,(249 votes),₹300
1212,Dr. M Godwin,BDS,6 Years Experience Overall,Dentist,"Tambaram, Chennai",0,0,₹500
1213,Dr. Hajira Nazeer,BDS,10 Years Experience Overall,Dentist,"Langford Road, Bangalore",95% ,(21 votes),₹300
1214,Dr. Smriti Malhotra Nanda,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14 Years Experience Overall  (11 years as specialist),Dentist,"Defence Colony, Delhi",100% ,(385 votes),₹1000
1215,Dr. Prashanth,BDS,24 Years Experience Overall,Dentist,"Indiranagar, Bangalore",99% ,(210 votes),₹300
1216,Dr. Amrut Bambawale,"MDS - Conservative Dentistry & Endodontics, BDS",6 Years Experience Overall,Dentist,"Andheri West, Mumbai",0,0,₹500
1217,Dr. Seema Kushwaha,"BDS, MDS - Oral Medicine and Radiology",17 Years Experience Overall,Dentist,"New Friends Colony, Delhi",100% ,(81 votes),₹600
1218,Dr. Janani Vinodhini,"BDS, MDS - Paedodontics And Preventive Dentistry",6 Years Experience Overall  (3 years as specialist),Dentist,"Navalur, Chennai",100% ,(26 votes),₹300
1219,Dr. Prem Alex Lawrence,"BDS, MDS - Periodontics",16 Years Experience Overall  (12 years as specialist),Dentist,"Thoraipakkam, Chennai",98% ,(128 votes),₹300
1220,Dr. K Premanand,"MDS - Oral & Maxillofacial Surgery, BDS",21 Years Experience Overall,Dentist,"Ashoknagar, Bangalore",0,0,₹800
1221,Dr. Mridula Singh,BDS,18 Years Experience Overall,Dentist,"HSR Layout, Bangalore",97% ,(1493 votes),₹600
1222,Dr. Arunima Chandra,"BDS, Master of Clinical Dentistry - Restorative Dentistry",7 Years Experience Overall,Dentist,"Whitefield, Bangalore",100% ,(121 votes),₹250
1223,Dr. Sreekanth Kandepu,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall  (11 years as specialist),Dentist,"Chromepet, Chennai",100% ,(76 votes),₹300
1224,Dr. Asmita,BDS,24 Years Experience Overall  (23 years as specialist),Dentist,"Bellandur, Bangalore",92% ,(53 votes),₹400
1225,Dr. Mani Deepika Palabatla,BDS,7 Years Experience Overall,Dentist,"Madhapur, Hyderabad",100% ,(21 votes),₹500
1226,Dr. Kapil Gandhi,"BDS, MDS - Paedodontics And Preventive Dentistry",25 Years Experience Overall,Dentist,"Kalkaji, Delhi",98% ,(180 votes),₹800
1227,Dr. Mayank Ashok,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12 Years Experience Overall  (11 years as specialist),Dentist,"Greater Kailash Part 1, Delhi",99% ,(275 votes),₹500
1228,Dr. Monika Bhadane,BDS,10 Years Experience Overall,Dentist,"Hinjewadi, Pune",95% ,(55 votes),₹300
1229,Dr. Archana Diwan,BDS,22 Years Experience Overall,Dentist,"Horamavu, Bangalore",99% ,(79 votes),₹400
1230,Dr. Aslam Inamdar,BDS,20 Years Experience Overall,Dentist,"Umerkhadi, Mumbai",94% ,(337 votes),₹500
1231,Dr. C V Sarath Krishna,"BDS, MDS - Prosthodontist And Crown Bridge",7 Years Experience Overall,Dentist,"Himayat Nagar, Hyderabad",0,0,₹500
1232,Dr. Shravanthi R V,"BDS, MDS - Conservative Dentistry & Endodontics",18 Years Experience Overall,Dentist,"Kondapur, Hyderabad",100% ,(39 votes),₹300
1233,Dr. Yogesh Pandit,BDS,23 Years Experience Overall,Dentist,"Baner, Pune",93% ,(383 votes),₹500
1234,Dr. Dharit Gandhi,BDS,11 Years Experience Overall,Dentist,"Ghatkopar East, Mumbai",100% ,(139 votes),₹200
1235,Dr. Shiva Sharma,BDS,11 Years Experience Overall,Dentist,"Saket, Delhi",0,0,₹600
1236,Dr. Satya Pavan Pakala,BDS,15 Years Experience Overall,Dentist,"Medipally, Hyderabad",99% ,(205 votes),₹300
1237,Dr. Vinod Khanna,"BDS, MDS - Prosthodontist And Crown Bridge",13 Years Experience Overall,Dentist,"Ramesh Nagar, Delhi",98% ,(205 votes),₹300
1238,Dr. Tanushree Naik Parekh,BDS,12 Years Experience Overall  (11 years as specialist),Dentist,"Charni Road, Mumbai",97% ,(65 votes),₹300
1239,Dr. Upama Gupta,BDS,21 Years Experience Overall,Dentist,"Kalkaji, Delhi",98% ,(626 votes),₹800
1240,Dr. Gopi Krishna,"MDS - Conservative Dentistry , BDS",26 Years Experience Overall,Dentist,"Anna Nagar, Chennai",98% ,(458 votes),₹400
1241,Dr. Danish Virani,"BDS, Fellowship in Oral implantlogy, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall,Dentist,"Koregaon Park, Pune",99% ,(186 votes),₹300
1242,Dr. Kirti Aherwal,BDS,10 Years Experience Overall,Dentist,"Mira Bhayandar, Mumbai",100% ,(83 votes),₹200
1243,Dr. Swati Bajaj,"MDS - Prosthodontist And Crown Bridge, BDS",11 Years Experience Overall,Dentist,"Kamla Nagar, Delhi",0,0,₹500
1244,Dr. Sudhakar,MDS - Oral & Maxillofacial Surgery,15 Years Experience Overall,Dentist,"Kondapur, Hyderabad",100% ,(245 votes),₹200
1245,Dr. Anupama Kiran,"BDS, MDS - Conservative Dentistry & Endodontics",23 Years Experience Overall  (22 years as specialist),Dentist,"Whitefield, Bangalore",100% ,(37 votes),₹500
1246,Dr. Mahesh C.M,BDS,27 Years Experience Overall,Dentist,"Banashankari 3rd Stage, Bangalore",98% ,(53 votes),₹250
1247,Dr. Shreyas Shah,"BDS, MDS - Oral Medicine and Radiology",16 Years Experience Overall  (11 years as specialist),Dentist,"Mulund West, Mumbai",100% ,(16 votes),₹1500
1248,Dr. Victory Ahanthem,"BDS, MDS - Prosthodontist And Crown Bridge",14 Years Experience Overall,Dentist,"Panathur, Bangalore",100% ,(77 votes),₹300
1249,Dr. Saina Siyad,BDS,12 Years Experience Overall,Dentist,"HSR Layout, Bangalore",100% ,(69 votes),₹500
1250,Dr. Kriti Arora,"BDS, MDS - Periodontics",7 Years Experience Overall,Dentist,"Sainikpuri, Hyderabad",0,0,₹300
1251,Dr. Kashmira Sandeep Kesarkar,"MDS - Oral Pathology and Oral Microbiology, BDS",11 Years Experience Overall,Dentist,"Andheri East, Mumbai",0,0,₹300
1252,Dr. Anuj Shah,"MDS - Paedodontics And Preventive Dentistry, BDS",9 Years Experience Overall,Dentist,"Malad, Mumbai",0,0,₹500
1253,Dr. Abhinav Diwan,"BDS, MDS - Conservative Dentistry & Endodontics",23 Years Experience Overall,Dentist,"Horamavu, Bangalore",99% ,(159 votes),₹400
1254,Dr. Tabrez Lakha,"BDS, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall,Dentist,"Khar West, Mumbai",94% ,(18 votes),₹500
1255,Dr. Srikanth Guduguntla,"BDS, MDS - Periodontology and Oral Implantology",25 Years Experience Overall  (22 years as specialist),Dentist,"Begumpet, Hyderabad",91% ,(141 votes),₹300
1256,Dr. Sachin A. Patil,BDS,16 Years Experience Overall,Dentist,"Pimple Gurav, Pune",99% ,(151 votes),₹200
1257,Dr. Sindhuri,"MDS - Conservative Dentistry & Endodontics, BDS",10 Years Experience Overall,Dentist,"Arekere, Bangalore",100% ,(88 votes),₹500
1258,Dr. K.Senthil Kumar,"MDS - Conservative Dentistry , BDS",27 Years Experience Overall  (22 years as specialist),Dentist,"Kodambakkam, Chennai",98% ,(333 votes),₹200
1259,Dr. Amit Oswal,"BDS, MDS - Conservative Dentistry & Endodontics",13 Years Experience Overall  (12 years as specialist),Dentist,"Lal baug, Mumbai",0,0,₹200
1260,Dr. M. Ketaki Kamath,BDS,4 Years Experience Overall,Dentist,"T Nagar, Chennai",0,0,₹500
1261,Dr. Mrunal Godse,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall,Dentist,"Kothrud, Pune",96% ,(127 votes),₹300
1262,Dr. Chhavi Bajaj,BDS,6 Years Experience Overall,Dentist,"Dwarka Sector 3, Delhi",100% ,(48 votes),₹350
1263,Dr. Vishali.S,"MDS - Prosthodontist And Crown Bridge, BDS",12 Years Experience Overall,Dentist,"Sholinganallur, Chennai",100% ,(68 votes),₹300
1264,Dr. Sahil Chheda,"BDS, Certificate in Dental Implants",12 Years Experience Overall,Dentist,"Tardeo, Mumbai",100% ,(204 votes),₹200
1265,Dr. Srikanth Reddy,BDS,15 Years Experience Overall,Dentist,"Akshaya nagar, Bangalore",100% ,(118 votes),₹400
1266,Dr. Partha Pratim Roy,"BDS, MDS - Periodontology and Oral Implantology",10 Years Experience Overall  (6 years as specialist),Dentist,"Kothanur, Bangalore",94% ,(17 votes),₹300
1267,Dr. Farooq Ahmed,BDS,24 Years Experience Overall,Dentist,"Frazer Town, Bangalore",100% ,(163 votes),₹300
1268,Dr. Irfan Md,"BDS, MDS - Oral & Maxillofacial Surgery",17 Years Experience Overall,Dentist,"Gachibowli, Hyderabad",0,0,₹400
1269,Dr. Jitendra A Bhandari,"BDS, MDS - Prosthodontist And Crown Bridge",14 Years Experience Overall,Dentist,"Viman Nagar, Pune",0,0,₹300
1270,Dr. Vijayatha Shetty,BDS,11 Years Experience Overall,Dentist,"Banaswadi, Bangalore",94% ,(16 votes),₹500
1271,Dr. Avinash,"BDS, MDS - Prosthodontist And Crown Bridge",20 Years Experience Overall,Dentist,"Nungambakkam, Chennai",0,0,₹500
1272,Dr. Sanneya Manchanda,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall  (5 years as specialist),Dentist,"Jangpura, Delhi",100% ,(118 votes),₹400
1273,Dr. Abhimanyu Sharma,"MDS - Oral & Maxillofacial Surgery, BDS",14 Years Experience Overall,Dentist,"Vasundhra Enclave, Delhi",100% ,(16 votes),₹500
1274,Dr. Soumo Ghoshal,"BDS, MDS - Prosthodontist And Crown Bridge",9 Years Experience Overall,Dentist,"Ekkaduthangal, Chennai",100% ,(21 votes),₹200
1275,Dr. Manish Agarwal,"BDS, MDS - Prosthodontics",24 Years Experience Overall,Dentist,"Bandra West, Mumbai",98% ,(45 votes),₹500
1276,Dr. Pratiksha Wanve,BDS,3 Years Experience Overall,Dentist,"Chandan Nagar, Pune",0,0,₹200
1277,Dr. Shwetha,BDS,17 Years Experience Overall,Dentist,"Indiranagar, Bangalore",96% ,(253 votes),₹500
1278,Dr. Prof. Suraj R Suvarna,"BDS, MDS - Prosthodontist And Crown Bridge",22 Years Experience Overall,Dentist,"Sheikh Sarai, Delhi",100% ,(286 votes),₹300
1279,Dr. Bhumija Gautam,BDS,15 Years Experience Overall,Dentist,"Andheri West, Mumbai",99% ,(461 votes),₹500
1280,Dr. Joseph Jaganathan,BDS,23 Years Experience Overall  (11 years as specialist),Dentist,"Indiranagar, Bangalore",98% ,(116 votes),₹300
1281,Dr. Ayesha Fathima,BDS,9 Years Experience Overall,Dentist,"Chintal, Hyderabad",100% ,(34 votes),₹200
1282,Dr. Parul Gupta,"BDS, Certification in Laser Dentistry",20 Years Experience Overall,Dentist,"Karol Bagh, Delhi",98% ,(267 votes),₹500
1283,Dr. Gaurav Goel,BDS,22 Years Experience Overall,Dentist,"Patparganj, Delhi",98% ,(50 votes),₹500
1284,Dr. Avneet Singh Chopra,BDS,12 Years Experience Overall,Dentist,"Rohini, Delhi",98% ,(283 votes),₹400
1285,Dr. Dipika,BDS,10 Years Experience Overall,Dentist,"Kondapur, Hyderabad",0,0,₹300
1286,Dr. S.Sathiya Priya,"BDS, MDS - Public Health Dentistry",2 Years Experience Overall,Dentist,"Medavakkam, Chennai",0,0,₹200
1287,Dr. Sriraman K,"MDS - Oral & Maxillofacial Surgery, BDS",12 Years Experience Overall,Dentist,"Perungudi, Chennai",100% ,(30 votes),₹250
1288,Dr. Gurleen Kaur,BDS,18 Years Experience Overall,Dentist,"Sukhdev Vihar, Delhi",0,0,₹500
1289,Dr. Shantanu Jambhekar,"BDS, MDS - Prosthodontist And Crown Bridge",15 Years Experience Overall,Dentist,"Parel, Mumbai",99% ,(125 votes),₹500
1290,Dr. Nehal Gandhi,BDS,7 Years Experience Overall,Dentist,"Borivali East, Mumbai",100% ,(53 votes),₹300
1291,Dr. Ashutosh Kumar,BDS,14 Years Experience Overall,Dentist,"Dwarka Sector 19, Delhi",0,0,₹800
1292,Dr. Benny John,BDS,7 Years Experience Overall,Dentist,"Kundalahalli, Bangalore",99% ,(102 votes),₹100
1293,Dr. Trupti Kashikar,BDS,19 Years Experience Overall,Dentist,"Gachibowli, Hyderabad",99% ,(236 votes),₹300
1294,Dr. V.Santosh Kumar,"MDS - Oral & Maxillofacial Surgery, BDS",12 Years Experience Overall,Dentist,"Moti Nagar, Hyderabad",98% ,(139 votes),₹300
1295,Dr. Abhishek Bhardwaj,"MDS - Oral & Maxillofacial Surgery, BDS",16 Years Experience Overall,Dentist,"South Extension 1, Delhi",98% ,(145 votes),₹800
1296,Dr. Santosh B S,MDS - Oral & Maxillofacial Surgery,19 Years Experience Overall,Dentist,"Singasandra, Bangalore",99% ,(122 votes),₹200
1297,Dr. Sameer A.Mahendra,BDS,23 Years Experience Overall,Dentist,"Chapel Road, Hyderabad",0,0,₹700
1298,Dr. Srijan Shilpi,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, Certificate in Cosmetic Dentistry",10 Years Experience Overall  (7 years as specialist),Dentist,"Saket, Delhi",99% ,(73 votes),₹500
1299,Dr. Hemalatha.V.T,"BDS, MDS - Oral Medicine and Radiology",15 Years Experience Overall  (10 years as specialist),Dentist,"Kilkattalai, Chennai",0,0,₹150
1300,Dr. Sandeep,BDS,19 Years Experience Overall,Dentist,"Indiranagar, Bangalore",94% ,(880 votes),₹500
1301,Dr. Ashutosh Pai,BDS,14 Years Experience Overall,Dentist,"Mahim, Mumbai",100% ,(59 votes),₹500
1302,Dr. Dhananjay S Gandage,"BDS, MDS - Prosthodontist And Crown Bridge",17 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",0,0,₹350
1303,Dr. Abhishek Shekhar,"BDS, MDS - Prosthodontist And Crown Bridge",6 Years Experience Overall,Dentist,"Uttam Nagar, Delhi",100% ,(46 votes),₹300
1304,Dr. Sambhav Vora,"BDS, MDS - Oral & Maxillofacial Surgery",13 Years Experience Overall,Dentist,"East Marredpally, Hyderabad",97% ,(306 votes),₹200
1305,Dr. T. Elangovan,"BDS, MDS- Oral Pathology",25 Years Experience Overall  (18 years as specialist),Dentist,"Choolaimedu, Chennai",98% ,(979 votes),₹300
1306,Dr. Priyadharsini,"BDS, MDS - Prosthodontist And Crown Bridge",13 Years Experience Overall,Dentist,"Velachery, Chennai",100% ,(35 votes),₹300
1307,Dr. Avinash,"MDS - Periodontics, BDS",19 Years Experience Overall  (15 years as specialist),Dentist,"Sahakaranagar, Bangalore",95% ,(19 votes),₹300
1308,Dr. Udhaya Kumar B,BDS,3 Years Experience Overall,Dentist,"Nanganallur, Chennai",0,0,₹200
1309,Dr. Jeffin Jacob,"MDS - Oral & Maxillofacial Surgery, BDS",11 Years Experience Overall,Dentist,"Pallikaranai, Chennai",0,0,₹200
1310,Dr. Vidya Pandit,BDS,23 Years Experience Overall,Dentist,"Baner, Pune",94% ,(690 votes),₹500
1311,Dr. Piyusha Shankar,"BDS, MDS - Prosthodontist And Crown Bridge",7 Years Experience Overall,Dentist,"Peddar Road, Mumbai",0,0,₹500
1312,Dr. Shabnam M Khan,BDS,10 Years Experience Overall,Dentist,"Jayanagar, Bangalore",0,0,₹250
1313,Dr. Yash Mathur,"BDS, MDS - Oral & Maxillofacial Surgery",14 Years Experience Overall,Dentist,"Borivali West, Mumbai",0,0,₹2000
1314,Dr. P Rajesh,"BDS, MDS - Prosthodontist And Crown Bridge",18 Years Experience Overall,Dentist,"JP Nagar, Bangalore",100% ,(221 votes),₹300
1315,Dr. Geethu Pradeep,"BDS, MDS - Conservative Dentistry ",9 Years Experience Overall  (8 years as specialist),Dentist,"Gachibowli, Hyderabad",0,0,₹500
1316,Dr. Shilpi Malhotra,BDS,17 Years Experience Overall,Dentist,"Dwarka Sector 12, Delhi",94% ,(18 votes),₹500
1317,Dr. Aditi Lele,"BDS, MDS - Oral Medicine and Radiology, Certificate in Dental Implants",14 Years Experience Overall  (12 years as specialist),Dentist,"Prabhadevi, Mumbai",98% ,(43 votes),₹500
1318,Dr. Samad Tanwar,"BDS, MDS - Prosthodontist And Crown Bridge",7 Years Experience Overall  (5 years as specialist),Dentist,"Ghatkopar East, Mumbai",100% ,(21 votes),0
1319,Dr. Sandeep Bhirud,BDS,33 Years Experience Overall,Dentist,"Pimpri-Chinchwad, Pune",98% ,(816 votes),₹500
1320,Dr. Monika Z,BDS,4 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",0,0,₹200
1321,Dr. Aditya Jadhav,BDS,7 Years Experience Overall,Dentist,"Kothrud, Pune",100% ,(100 votes),₹300
1322,Dr. Ninad Muley,BDS,9 Years Experience Overall,Dentist,"Bandra Kurla Complex, Mumbai",0,0,₹500
1323,Dr. Prity Bhagat Lohia,"BDS, MDS - Periodontology and Oral Implantology",12 Years Experience Overall  (4 years as specialist),Dentist,"BTM Layout 1st Stage, Bangalore",99% ,(124 votes),₹200
1324,Dr. Dhanireddy Padmaja,"MDS - Conservative Dentistry & Endodontics, BDS",6 Years Experience Overall  (1 year as specialist),Dentist,"KPHB, Hyderabad",0,0,₹400
1325,Dr. Anju Jeevan,"BDS, MDS - Periodontology and Oral Implantology",14 Years Experience Overall  (13 years as specialist),Dentist,"Koramangala, Bangalore",100% ,(37 votes),₹900
1326,Dr. Varun Parikh,"PhD - Orthodontics & Dentofacial Orthopaedics, BDS",14 Years Experience Overall  (10 years as specialist),Dentist,"Ghatkopar East, Mumbai",99% ,(108 votes),₹500
1327,Dr. Kalpak Patil,"BDS, MDS - Periodontics",12 Years Experience Overall  (9 years as specialist),Dentist,"Hadapsar, Pune",99% ,(386 votes),₹300
1328,Dr. Sejal Jain,BDS,12 Years Experience Overall,Dentist,"Kandivali East, Mumbai",100% ,(88 votes),₹400
1329,Dr. Sanjana Sanwal,BDS,8 Years Experience Overall,Dentist,"Parel, Mumbai",0,0,₹300
1330,Dr. Peter Dhanraj,"MDS - Conservative Dentistry & Endodontics, BDS",15 Years Experience Overall,Dentist,"Bhosari, Pune",100% ,(20 votes),₹500
1331,Dr. Abhishek Soni,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall  (8 years as specialist),Dentist,"Shivajinagar, Pune",98% ,(241 votes),₹750
1332,Dr. Mayank Mukhi,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14 Years Experience Overall  (10 years as specialist),Dentist,"Saket, Delhi",97% ,(29 votes),₹600
1333,Dr. S.Barath Kumar,"BDS, MDS - Conservative Dentistry & Endodontics",17 Years Experience Overall,Dentist,"Anna Nagar, Chennai",98% ,(178 votes),₹300
1334,Dr. Asheesh Gupta,"BDS, MDS - Prosthodontist And Crown Bridge, Certificate of Oral Implantology",23 Years Experience Overall,Dentist,"Paschim Vihar, Delhi",95% ,(354 votes),₹250
1335,Dr. Vandita Agrawal,BDS,11 Years Experience Overall,Dentist,"Goregaon East, Mumbai",98% ,(41 votes),₹300
1336,Dr. Samanvitha Shetty,BDS,20 Years Experience Overall,Dentist,"Rajajinagar, Bangalore",99% ,(186 votes),₹300
