,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
302,Dr. Anil Sabharwal,"MBBS, MD - Pediatrics",46 Years Experience Overall  (40 years as specialist),Pediatrician,"Ram Vihar, Delhi",100% ,(17 votes),₹1000
303,Dr. Priyanka Gundecha,"MBBS, MD - Pediatrics",12 Years Experience Overall  (9 years as specialist),Pediatrician,"Wanowrie, Pune",0,0,₹400
304,Dr. Harpreet Kaur,"MBBS, Diploma in Child Health (DCH)",15 Years Experience Overall  (12 years as specialist),Pediatrician,"Shalimar Bagh, Delhi",100% ,(11 votes),₹600
305,Dr. A.S. Vasudev,"MBBS, Diploma in Paediatrics",44 Years Experience Overall  (40 years as specialist),Pediatrician,"Patparganj, Delhi",0,0,₹1000
306,Dr. Vishal Parmar,"Diploma in Child Health (DCH), MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",12 Years Experience Overall  (10 years as specialist),Pediatrician,"Mira Road, Mumbai",0,0,₹900
307,Dr. Vishal G.,"MD - Pediatrics, MBBS",10 Years Experience Overall  (4 years as specialist),Pediatrician,"Beeramguda, Hyderabad",97% ,(36 votes),₹300
308,Dr. Priya Gupta,"MD - Pediatrics, MBBS",11 Years Experience Overall  (6 years as specialist),Pediatrician,"Ashok Vihar Phase 1, Delhi",95% ,(20 votes),₹500
309,Dr. Stalin Ramprakash,"MBBS, MD - Pediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), CCT - Paediatrics, FRCPCH",22 Years Experience Overall,Pediatrician,"Hebbal, Bangalore",100% ,(12 votes),₹900
310,Dr. Prashant Ramtekkar,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",13 Years Experience Overall  (7 years as specialist),Pediatrician,"Hadapsar, Pune",100% ,(17 votes),₹500
311,Dr. Bindu P,"MBBS, MD - Pediatrics",17 Years Experience Overall  (12 years as specialist),Pediatrician,"Malleswaram, Bangalore",95% ,(97 votes),₹850
312,Dr. Jesal Seth,"MBBS, MD - Pediatrics",23 Years Experience Overall  (18 years as specialist),Pediatrician,"Mulund West, Mumbai",0,0,₹1300
313,Dr. Shashi Shekhar Singh,"MBBS, MD - Pediatrics",35 Years Experience Overall  (29 years as specialist),Pediatrician,"Saket, Delhi",0,0,₹1100
314,Dr. Sumita Chawla,"MBBS, MD - Pediatrics",27 Years Experience Overall,Pediatrician,"Panchsheel Park, Delhi",100% ,(13 votes),₹1200
315,Dr. Rajasree S,"Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MBBS",15 Years Experience Overall  (3 years as specialist),Pediatrician,"Santacruz West, Mumbai",0,0,₹1500
316,Dr. Satvinder Kapoor,"MBBS, DNB - Paediatrics",29 Years Experience Overall  (17 years as specialist),Pediatrician,"Shalimar Bagh, Delhi",0,0,₹1000
317,Dr. Vibin K V,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",16 Years Experience Overall  (11 years as specialist),Pediatrician,"Pusa Road, Delhi",0,0,₹800
318,Dr. Anita Bakshi,"MBBS, MD - Pediatrics",30 Years Experience Overall,Pediatrician,"Sarita Vihar, Delhi",0,0,₹800
319,Dr. Jilani Basha Shaik,"MBBS, DNB - Pediatrics",9 Years Experience Overall  (4 years as specialist),Pediatrician,"Lakdikapul, Hyderabad",0,0,₹500
320,Dr. Saritha Kothapally,"MBBS, DNB - Paediatrics",18 Years Experience Overall  (11 years as specialist),Pediatrician,"Mehdipatnam, Hyderabad",0,0,₹600
321,Dr. Jyothi A,"MBBS, MD - Pediatrics",6 Years Experience Overall  (5 years as specialist),Pediatrician,"HSR Layout, Bangalore",0,0,₹500
322,Dr. J. Pavan Kumar,"MBBS, MD - Pediatrics",5 Years Experience Overall,Pediatrician,"Kundalahalli, Bangalore",0,0,₹500
323,Dr. Atul Chopra,"MBBS, MD - Pediatrics",25 Years Experience Overall  (20 years as specialist),Pediatrician,"Greater Kailash Part 2, Delhi",100% ,(246 votes),₹1200
324,Dr. Indu S Nair,"Diploma in Child Health (DCH), DNB - Paediatrics, Fellowship in Neonatology, MBBS",24 Years Experience Overall  (15 years as specialist),Pediatrician,"Whitefield, Bangalore",91% ,(45 votes),₹600
325,Dr. Neha Pandey,"MBBS, MD - Pediatrics",7 Years Experience Overall  (3 years as specialist),Pediatrician,"Malad West, Mumbai",0,0,₹800
326,Dr. Shashidhar A,"MBBS, MD - Pediatrics, DM - Neonatology",14 Years Experience Overall  (11 years as specialist),Pediatrician,"Koramangala 6 Block, Bangalore",93% ,(14 votes),₹600
327,Dr. Swati Bhardwaj,"MBBS, MD - Pediatrics",13 Years Experience Overall  (12 years as specialist),Pediatrician,"Pusa Road, Delhi",0,0,₹1100
328,Dr. Srikanth Kulkarni,"MD - Pediatrics, DM - Neonatology, MBBS",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Marathahalli, Bangalore",0,0,₹850
329,Dr. Rahul Kallianpur,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, Fellowship in Neonatology",24 Years Experience Overall  (23 years as specialist),Pediatrician,"Baner, Pune",99% ,(407 votes),₹500
330,Dr. H C Bhatt,"MBBS, MD - Pediatrics",26 Years Experience Overall  (22 years as specialist),Pediatrician,"Patparganj, Delhi",97% ,(471 votes),₹1000
331,Dr. Chaudhari Umesh Ramesh,"MBBS, Diploma in Child Health (DCH)",16 Years Experience Overall  (7 years as specialist),Pediatrician,"Pimpri-Chinchwad, Pune",0,0,₹300
332,Dr. R N Srivastava,"MBBS, Diplomate of the American Board of Paediatrics",63 Years Experience Overall  (54 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹2500
333,Dr. Margana Narendra,"MD - Pediatrics, MBBS",23 Years Experience Overall  (5 years as specialist),Pediatrician,"Srinagar Colony, Hyderabad",0,0,₹300
334,Dr. Richard Lurshay,"DNB - Paediatrics, MBBS",11 Years Experience Overall  (7 years as specialist),Pediatrician,"Richmond Town, Bangalore",100% ,(12 votes),₹650
335,Dr. Pooja Pradeep,"MBBS, MD - Pediatrics",6 Years Experience Overall  (2 years as specialist),Pediatrician,"Electronics City, Bangalore",0,0,₹300
336,Dr. Vinita Jain,"MBBS, DNB - Paediatrics",20 Years Experience Overall,Pediatrician,"Shalimar Bagh, Delhi",0,0,₹1000
337,Dr. Rajasree S,"Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MBBS",15 Years Experience Overall  (3 years as specialist),Pediatrician,"Mylapore, Chennai",0,0,₹500
338,Dr. Marie Shalini Chico,"MD - Pediatrics, MBBS, Fellowship in Neonatology",17 Years Experience Overall  (10 years as specialist),Pediatrician,"Richmond Town, Bangalore",96% ,(67 votes),₹650
339,Dr. Pandurang Sawant,"MBBS, Diploma in Child Health (DCH)",13 Years Experience Overall  (6 years as specialist),Pediatrician,"Dhanori, Pune",97% ,(92 votes),₹300
340,Dr. Karthik​.T,"MBBS, MD - Pediatrics, DNB - Neonatology",15 Years Experience Overall  (11 years as specialist),Pediatrician,"Kodambakkam, Chennai",98% ,(56 votes),₹500
341,Dr. Shacchee Baweja,"MBBS, Diploma in Child Health (DCH)",22 Years Experience Overall  (18 years as specialist),Pediatrician,"Pusa Road, Delhi",0,0,₹1100
342,Dr. Prashanth Kumar S,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, Fellowship in Perinatal Medicine",13 Years Experience Overall  (11 years as specialist),Pediatrician,"HRBR Layout, Bangalore",93% ,(55 votes),₹850
343,Dr. T Ravikumar,"MBBS, MD - Pediatrics",18 Years Experience Overall  (12 years as specialist),Pediatrician,"Chromepet, Chennai",0,0,₹400
344,Dr. S.M. Deepthi,"MBBS, Diplomate of the American Board of Paediatrics",10 Years Experience Overall  (6 years as specialist),Pediatrician,"Gachibowli, Hyderabad",0,0,₹600
345,Dr. Shwetha S Rao,"Diploma in Child Health (DCH), MBBS, DNB - Paediatrics",10 Years Experience Overall  (8 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",0,0,₹850
346,Dr. Sowmya Prashanth,"MBBS, DNB - Paediatrics",23 Years Experience Overall  (18 years as specialist),Pediatrician,"Jayanagar 5 Block, Bangalore",97% ,(61 votes),₹700
347,Dr. Ankita Katiyar,"MBBS, Diploma in Child Health (DCH)",5 Years Experience Overall  (1 year as specialist),Pediatrician,"Malviya Nagar, Delhi",100% ,(13 votes),₹400
348,Dr. Praveen Kumar S,"MBBS, MD - Pediatrics",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Whitefield, Bangalore",100% ,(179 votes),₹850
349,Dr. Parimala V Thirumalesh,"MBBS, MD - Pediatrics",22 Years Experience Overall,Pediatrician,"Hebbal, Bangalore",96% ,(23 votes),₹700
350,Dr. Latika Bhalla,"MBBS, DNB - Paediatrics",37 Years Experience Overall  (30 years as specialist),Pediatrician,"Karol Bagh, Delhi",0,0,₹750
351,Dr. Sarita Sharma,"MBBS, MD - Pediatrics",20 Years Experience Overall  (14 years as specialist),Pediatrician,"Sarvodaya Enclave, Delhi",97% ,(32 votes),₹800
352,Dr. Geetanjali Ingale,"MBBS, Fellowship in Neonatology",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Kharadi, Pune",0,0,₹650
353,Dr. Ramesh Sungal,"MBBS, MD - Pediatrics",22 Years Experience Overall  (15 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",0,0,₹850
354,Dr. Shaila S Bhattacharyya,"MD - Pediatrics, Diploma in Child Health (DCH), DM - Endocrinology",28 Years Experience Overall,Pediatrician,"Old Airport Road, Bangalore",73% ,(86 votes),₹750
355,Dr. Shila Narain,"MBBS, Diploma in Child Health (DCH)",50 Years Experience Overall  (39 years as specialist),Pediatrician,"Electronics City, Bangalore",93% ,(27 votes),₹400
356,Dr. Kumar Ankur,"MBBS, MD - Pediatrics, DNB - Neonatology",20 Years Experience Overall  (15 years as specialist),Pediatrician,"Pusa Road, Delhi",100% ,(16 votes),₹1100
357,Dr. Anjana K Patil,"MBBS, Diploma in Child Health (DCH)",28 Years Experience Overall  (22 years as specialist),Pediatrician,"Electronics City, Bangalore",98% ,(1524 votes),₹700
358,Dr. Spoorthi Nargund,"MBBS, DNB - Paediatrics",3 Years Experience Overall,Pediatrician,"Banashankari 3rd Stage, Bangalore",0,0,₹300
359,Dr. Smita Malhotra,"MBBS, DNB - Paediatrics",25 Years Experience Overall  (11 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹1500
360,Dr. Hanumantha Rao K R,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",22 Years Experience Overall  (17 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",99% ,(464 votes),₹800
361,Dr. Sanjeev Parikh,"MBBS, MD - Pediatrics",37 Years Experience Overall  (32 years as specialist),Pediatrician,"Ghatkopar East, Mumbai",98% ,(102 votes),₹900
362,Dr. Rakhi Sircar,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",29 Years Experience Overall  (22 years as specialist),Pediatrician,"Hulimavu, Bangalore",95% ,(21 votes),₹500
363,Dr. Supraja Chandrasekar,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",19 Years Experience Overall  (15 years as specialist),Pediatrician,"Yeshwanthpur, Bangalore",98% ,(365 votes),₹750
364,Dr. Saurabh Gandhi,"MBBS, Diploma in Child Health (DCH)",7 Years Experience Overall  (4 years as specialist),Pediatrician,"Santacruz West, Mumbai",0,0,₹1200
365,Dr. Manoj S Thamke,"MBBS, MD - Pediatrics",19 Years Experience Overall  (16 years as specialist),Pediatrician,"Mulund East, Mumbai",100% ,(95 votes),₹700
366,Dr. Anusha K M,"MBBS, MD - Pediatrics",9 Years Experience Overall  (7 years as specialist),Pediatrician,"Whitefield, Bangalore",0,0,₹850
367,Dr. Tejasvi Sheshadri,"MD - Pediatrics, MBBS",6 Years Experience Overall  (3 years as specialist),Pediatrician,"Yeshwanthpur, Bangalore",0,0,₹600
368,Dr. Padma Subbaramu,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",24 Years Experience Overall  (21 years as specialist),Pediatrician,"Sarjapur Road, Bangalore",0,0,₹3000
369,Dr. Varun Gunasekar,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",11 Years Experience Overall  (8 years as specialist),Pediatrician,"Mugalivakkam, Chennai",100% ,(31 votes),₹300
370,Dr. Lakshmi V,"MBBS, MD - Pediatrics",12 Years Experience Overall  (9 years as specialist),Pediatrician,"Ashoknagar, Bangalore",0,0,₹800
371,Dr. Vaidehi Dande,"MBBS, MD - Pediatrics",18 Years Experience Overall  (12 years as specialist),Pediatrician,"Prabhadevi, Mumbai",0,0,₹1200
372,Dr. Anibha  Pandey,"MBBS, DNB - Paediatrics",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Nehru Place, Delhi",0,0,₹800
373,Dr. Rajesh Khanna,"MBBS, MD - Pediatrics",15 Years Experience Overall  (9 years as specialist),Pediatrician,"Banjara Hills, Hyderabad",89% ,(46 votes),₹750
374,Dr. Yogesh Kumar Gupta,"MD - Pediatrics, MBBS, DNB - Paediatrics",17 Years Experience Overall  (12 years as specialist),Pediatrician,"Bannerghatta Road, Bangalore",99% ,(74 votes),₹800
375,Dr. R.Karthik Narayanan,"MBBS, MD - Pediatrics, DM - Paediatric Critical Care",13 Years Experience Overall  (10 years as specialist),Pediatrician,"Saidapet, Chennai",100% ,(15 votes),₹800
376,Dr. Avinash Shanbhogh,"MBBS, MD - Pediatrics",16 Years Experience Overall  (12 years as specialist),Pediatrician,"Sarjapur Road, Bangalore",98% ,(96 votes),₹750
377,Dr. Indira Jayakumar,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",33 Years Experience Overall  (29 years as specialist),Pediatrician,"Thousand Lights, Chennai",0,0,0
378,Dr. Sarathkala.P,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",20 Years Experience Overall  (15 years as specialist),Pediatrician,"Vadapalani, Chennai",0,0,₹400
379,Dr. K Santosh Kumar,"MBBS, MD - Pediatrics",11 Years Experience Overall  (6 years as specialist),Pediatrician,"Banashankari, Bangalore",0,0,₹500
380,Dr. Harita,"MBBS, MD - Pediatrics",11 Years Experience Overall  (7 years as specialist),Pediatrician,"Medavakkam, Chennai",100% ,(25 votes),₹250
381,Dr. Amruta Landge,"MBBS, MD - Pediatrics",11 Years Experience Overall,Pediatrician,"Chembur, Mumbai",0,0,₹1000
382,Dr. Pradnya Gawde-Mali,"Diploma in Child Health (DCH), MBBS",16 Years Experience Overall  (9 years as specialist),Pediatrician,"Wakad, Pune",97% ,(32 votes),₹500
383,Dr. Aditi Dharap,"MD - Pediatrics, MBBS",7 Years Experience Overall  (4 years as specialist),Pediatrician,"Mahim, Mumbai",0,0,₹850
384,Dr. Shambhavi Seth,"MBBS, DNB - Paediatrics",19 Years Experience Overall,Pediatrician,"Saket, Delhi",91% ,(32 votes),₹1500
385,Dr. D Malathi Raja,"MBBS, DNB - Paediatrics",20 Years Experience Overall,Pediatrician,"Old Airport Road, Bangalore",95% ,(289 votes),₹900
386,Dr. Prita Trehan,"MBBS, MD - Pediatrics",51 Years Experience Overall  (46 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹2000
387,Dr. Amit Modi,"MD - Pediatrics, MBBS",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Vasundhra Enclave, Delhi",99% ,(98 votes),₹600
388,Dr. Janardhana Reddy V,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",14 Years Experience Overall  (7 years as specialist),Pediatrician,"Chanda Nagar, Hyderabad",93% ,(41 votes),₹500
389,Dr. Gowher Yusuf,"MBBS, MD - Pediatrics",19 Years Experience Overall  (18 years as specialist),Pediatrician,"Indiranagar, Bangalore",0,0,₹650
390,Dr. Vykunta Raju K. N,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, DM - Pediatric Neurology",23 Years Experience Overall  (19 years as specialist),Pediatrician,"Jayanagar, Bangalore",97% ,(3826 votes),₹550
391,Dr. Prajakta Kimmatkar,"Diploma in Child Health (DCH), MBBS",17 Years Experience Overall  (15 years as specialist),Pediatrician,"Wakad, Pune",100% ,(13 votes),₹500
392,Dr. Mamatha R,"MBBS, MD - Pediatrics, Fellowship in Neonatology",8 Years Experience Overall,Pediatrician,"Koramangala 6 Block, Bangalore",0,0,₹600
393,Dr. Sagar Rathi,"MBBS, DNB - Paediatrics",9 Years Experience Overall  (5 years as specialist),Pediatrician,"Baner, Pune",0,0,₹500
394,Dr. Sabina Vij,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",21 Years Experience Overall  (18 years as specialist),Pediatrician,"Panchsheel Park, Delhi",100% ,(22 votes),₹1000
395,Dr. Akshay Jadhav,"MBBS, MD - Pediatrics",12 Years Experience Overall  (8 years as specialist),Pediatrician,"Whitefield, Bangalore",0,0,₹800
396,Dr. Chitra,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",24 Years Experience Overall  (20 years as specialist),Pediatrician,"Thousand Lights, Chennai",0,0,₹1000
397,Dr. Leenatha Reddy N,"MBBS, Diploma in Child Health (DCH)",10 Years Experience Overall  (7 years as specialist),Pediatrician,"Whitefield, Bangalore",0,0,₹600
398,Dr. Syed Ershad Mustafa,"MBBS, DNB - Pediatrics",14 Years Experience Overall  (9 years as specialist),Pediatrician,"Saroor Nagar, Hyderabad",0,0,₹300
399,Dr. Krishna Reddy T,"MBBS, MD - Pediatrics",14 Years Experience Overall  (8 years as specialist),Pediatrician,"Hitech City, Hyderabad",0,0,₹600
400,Dr. Prathap Chandra,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",23 Years Experience Overall  (18 years as specialist),Pediatrician,"Indiranagar, Bangalore",0,0,₹1000
401,Dr. Suruchi Goyal Agarwal,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",18 Years Experience Overall  (15 years as specialist),Pediatrician,"Whitefield, Bangalore",67% ,(33 votes),₹800
402,Dr. Sonal S. Saste,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",14 Years Experience Overall  (13 years as specialist),Pediatrician,"Santacruz West, Mumbai",87% ,(23 votes),₹2200
403,Dr. Lingappa S Yuvaraj,"Diploma in Child Health (DCH), MBBS",31 Years Experience Overall,Pediatrician,"Indiranagar, Bangalore",0,0,₹750
404,Dr. Shivan Kesavan,"MBBS, MD - Pediatrics",10 Years Experience Overall  (6 years as specialist),Pediatrician,"Chetpet, Chennai",0,0,₹500
405,Dr. Venkatesh Toopurant,"MBBS, Diploma in Child Health (DCH)",9 Years Experience Overall  (6 years as specialist),Pediatrician,"Chanda Nagar, Hyderabad",0,0,₹400
406,Dr. Sridevi Pattipati,"MBBS, DNB - Pediatrics",15 Years Experience Overall  (8 years as specialist),Pediatrician,"Manikonda, Hyderabad",89% ,(18 votes),₹400
407,Dr. Alka Parekh,"MBBS, MD - Pediatrics",37 Years Experience Overall  (33 years as specialist),Pediatrician,"Vikhroli, Mumbai",0,0,₹900
408,Dr. Viswasri V,"MBBS, DNB - Pediatrics",10 Years Experience Overall  (6 years as specialist),Pediatrician,"Hebbal, Bangalore",0,0,₹750
409,Dr. Rahul Reddy C,"MBBS, MD - Pediatrics",10 Years Experience Overall  (6 years as specialist),Pediatrician,"Jubilee Hills, Hyderabad",100% ,(15 votes),₹800
410,Dr. Ganesh.R,"MBBS, DNB - Paediatrics, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",18 Years Experience Overall  (13 years as specialist),Pediatrician,"Saidapet, Chennai",0,0,₹800
411,Dr. Mahesh Janarthanan,"MD - Pediatrics, MBBS",28 Years Experience Overall  (22 years as specialist),Pediatrician,"Thousand Lights, Chennai",0,0,₹1000
412,Dr. Neha Agarwal,"MBBS, DNB - Paediatrics",14 Years Experience Overall  (10 years as specialist),Pediatrician,"Kandivali East, Mumbai",100% ,(15 votes),₹600
413,Dr. Prachi Bhosale,"MBBS, Diploma in Child Health (DCH)",17 Years Experience Overall  (13 years as specialist),Pediatrician,"Whitefield, Bangalore",92% ,(71 votes),₹900
414,Dr. Dinesh Bhurani,"DM - Clinical Haematology, MBBS, Fellow of the Royal College of Pathologists of Australasia (FRCPA), MD - Pediatrics",29 Years Experience Overall  (25 years as specialist),Pediatrician,"Rohini, Delhi",92% ,(64 votes),₹1300
415,Dr. Shweta Kumari Singh,"MBBS, MD - Pediatrics",10 Years Experience Overall  (5 years as specialist),Pediatrician,"Nagasandra, Bangalore",0,0,₹400
416,Dr. Jothi S Parthasarathy,"MBBS, MD - Pediatrics",17 Years Experience Overall,Pediatrician,"Thousand Lights, Chennai",0,0,₹700
417,Dr. Vaishakhi Rustagi,"MBBS, MD - Pediatrics",18 Years Experience Overall  (13 years as specialist),Pediatrician,"Shalimar Bagh, Delhi",0,0,₹1500
418,Dr. Indu Khosla,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",32 Years Experience Overall,Pediatrician,"Malad West, Mumbai",99% ,(158 votes),₹1000
419,Dr. Chandra Sekhar Manchala,"MBBS, MD - Pediatrics",32 Years Experience Overall  (28 years as specialist),Pediatrician,"Kukatpally, Hyderabad",0,0,₹600
420,Dr. Anjana Gulani,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",27 Years Experience Overall  (23 years as specialist),Pediatrician,"Vasant Kunj, Delhi",95% ,(42 votes),₹700
421,Dr. Rilna Joseph,"MBBS, Diploma in Child Health (DCH)",7 Years Experience Overall  (3 years as specialist),Pediatrician,"Kammana Halli, Bangalore",0,0,₹300
422,Dr. Subhash Agarwal,"MBBS, MD - Pediatrics",50 Years Experience Overall  (46 years as specialist),Pediatrician,"Punjabi Bagh, Delhi",0,0,₹1500
423,Dr. Piyush Sureshkumar Shah,"MBBS, Diploma in Child Health (DCH)",17 Years Experience Overall  (13 years as specialist),Pediatrician,"Malad West, Mumbai",98% ,(246 votes),₹1000
424,Dr. Prakash Desai,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), Diploma in Child Health (DCH - UK)",19 Years Experience Overall  (16 years as specialist),Pediatrician,"Malleswaram, Bangalore",92% ,(12 votes),₹850
425,Dr. I P S Kochar,"MBBS, MD - Pediatrics",37 Years Experience Overall  (36 years as specialist),Pediatrician,"Sarita Vihar, Delhi",0,0,₹2000
426,Dr. Sahana S,"MBBS, MD - Pediatrics",10 Years Experience Overall  (6 years as specialist),Pediatrician,"Marathahalli, Bangalore",0,0,₹850
427,Dr. Deepika Gulati,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",20 Years Experience Overall  (18 years as specialist),Pediatrician,"Janakpuri, Delhi",94% ,(54 votes),₹750
428,Dr. Chandrakant Sahare,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",17 Years Experience Overall  (11 years as specialist),Pediatrician,"Loni Kalbhor, Pune",0,0,₹300
429,Dr. Shaivali Joshi,"DNB - Pediatrics, Diploma in Child Health (DCH), MD - Pediatrics, FCPS - Child Health",25 Years Experience Overall,Pediatrician,"Matunga West, Mumbai",0,0,₹1000
430,Dr. Sonal Agrawal,"MBBS, MD - Pediatrics, DAA - Diploma in Allergy Asthma and Immunology",23 Years Experience Overall  (21 years as specialist),Pediatrician,"Whitefield, Bangalore",95% ,(132 votes),₹800
431,Dr. Pallavi Deshmukh Gaikwad,"Diploma in Child Health (DCH), MBBS",12 Years Experience Overall,Pediatrician,"Kandivali East, Mumbai",0,0,₹700
432,Dr. Maitreye Datta,"MBBS, MD - Pediatrics",10 Years Experience Overall  (6 years as specialist),Pediatrician,"Dwarka Sector 6, Delhi",0,0,₹700
433,Dr. Poonam Prakash Kamble,"MBBS, Diploma in Child Health (DCH)",14 Years Experience Overall  (13 years as specialist),Pediatrician,"Whitefield, Bangalore",100% ,(113 votes),₹850
434,Dr. Punit Vinod Garg,"MD - Pediatrics, MBBS",8 Years Experience Overall  (3 years as specialist),Pediatrician,"Malad West, Mumbai",0,0,₹800
435,Dr. Avneet Kaur,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, DNB - Neonatology",16 Years Experience Overall  (10 years as specialist),Pediatrician,"Moti Nagar, Delhi",97% ,(68 votes),₹1200
436,Dr. Banu Krishnan,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",42 Years Experience Overall  (39 years as specialist),Pediatrician,"Velachery, Chennai",96% ,(24 votes),₹600
437,Dr. Anjali Saxena,"MBBS, MD - Pediatrics",32 Years Experience Overall  (22 years as specialist),Pediatrician,"Malviya Nagar, Delhi",0,0,₹1100
438,Dr. Bhavani Kalavalapalli,"MBBS, CCT - Paediatrics, Fellow of the Royal College of Pediatrics and Child Health (UK)",28 Years Experience Overall  (10 years as specialist),Pediatrician,"Madhapur, Hyderabad",0,0,₹550
439,Dr. Prasad VSV,"MBBS, MD - Pediatrics",32 Years Experience Overall  (30 years as specialist),Pediatrician,"Lakdikapul, Hyderabad",93% ,(74 votes),₹500
440,Dr. V. Veda,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",10 Years Experience Overall,Pediatrician,"East Marredpally, Hyderabad",0,0,₹600
441,Dr. Yogesh P Mehta,MD - Pediatrics,38 Years Experience Overall  (37 years as specialist),Pediatrician,"Ghatkopar West, Mumbai",99% ,(74 votes),₹1000
442,Dr. Udani Amish,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, MD - Pediatrics",19 Years Experience Overall  (16 years as specialist),Pediatrician,"Malad West, Mumbai",0,0,₹1250
443,Dr. Rajeshwari S,"MBBS, MD - Pediatrics",7 Years Experience Overall  (4 years as specialist),Pediatrician,"Vijayanagar, Bangalore",0,0,₹500
444,Dr. Akila Mani,"MBBS, MRCP (UK), Diploma in Child Health (DCH)",21 Years Experience Overall  (16 years as specialist),Pediatrician,"Vanagaram, Chennai",94% ,(66 votes),₹800
445,Dr. Pradeep Kumar. B.,"MBBS, MD - Pediatrics",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Rajarajeshwarinagar, Bangalore",95% ,(21 votes),₹700
446,Dr. Raghuram Mallaiah,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",28 Years Experience Overall  (22 years as specialist),Pediatrician,"Greater Kailash Part 2, Delhi",95% ,(39 votes),₹1200
447,Dr. Sanjaykumar Yadav,"Diploma in Child Health (DCH), MBBS, DNB - Pediatrics",15 Years Experience Overall  (7 years as specialist),Pediatrician,"Jogeshwari East, Mumbai",0,0,₹500
448,Dr. Swapneel Kulkarni,"MBBS, Diploma in Child Health (DCH)",13 Years Experience Overall  (9 years as specialist),Pediatrician,"Wadgaon Sheri, Pune",0,0,₹500
449,Dr. Trupti Shetty,"MBBS, Diploma in Child Health (DCH)",15 Years Experience Overall  (13 years as specialist),Pediatrician,"Pimpri-Chinchwad, Pune",99% ,(432 votes),₹300
450,Dr. Padmanjali K.S,"Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), MBBS, Diploma in Child Health (DCH)",25 Years Experience Overall  (20 years as specialist),Pediatrician,"Jayanagar, Bangalore",95% ,(328 votes),₹500
451,Dr. K Suresh Gowda,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",25 Years Experience Overall  (14 years as specialist),Pediatrician,"HRBR Layout, Bangalore",97% ,(188 votes),₹600
452,Dr. Shilpa Pandya,"MD - Pediatrics, MBBS",9 Years Experience Overall  (6 years as specialist),Pediatrician,"Mahadevapura, Bangalore",0,0,₹700
