,Name,Degree,Years_Of_Experience,Speciality_of_doctor,Location,City,dp_score,npv,consultation_fee
678,Dr. Mini Mohan,"MBBS, DGO, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (16 years as specialist),Gynecologist,"Banjara Hills, Hyderabad",Hyderabad,100%,(121 votes),₹500
679,Dr. Urmila Parag Patil,"MBBS, DGO, DNB - Obstetrics & Gynecology",30 Years Experience Overall  (26 years as specialist),Gynecologist,"Aundh, Pune",Pune,0,0,₹500
680,Dr. Joni Patricia James,"MBBS, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (11 years as specialist),Gynecologist,"T Nagar, Chennai",Chennai,0,0,₹650
681,Dr. Jasbir Chandna,"MBBS, MD - Obstetrics & Gynaecology",43 Years Experience Overall  (37 years as specialist),Gynecologist,"Greater Kailash Part 2, Delhi",Delhi,92%,(24 votes),₹1500
682,Dr. Vanita Raut,"MBBS, MD - Obstetrics & Gynaecology",42 Years Experience Overall  (40 years as specialist),Gynecologist,"Powai, Mumbai",Mumbai,97%,(88 votes),₹1300
683,Dr. Ajanta Narvekar,"MBBS, MD - Obstetrics & Gynaecology",40 Years Experience Overall  (38 years as specialist),Gynecologist,"Matunga, Mumbai",Mumbai,0,0,₹2000
684,Dr. Kavitha Kovi,"MBBS, MS - Obstetrics & Gynaecology",22 Years Experience Overall  (18 years as specialist),Gynecologist,"Whitefield, Bangalore",Bangalore,93%,(465 votes),₹700
685,Dr. Sonal Kumta,"MBBS, MD - Obstetrics & Gynaecology",18 Years Experience Overall,Gynecologist,"Mulund West, Mumbai",Mumbai,94%,(35 votes),₹1300
686,Dr. Mamatha Shriyan,"MBBS, MD - Obstetrics & Gynaecology",23 Years Experience Overall  (18 years as specialist),Gynecologist,"Malad West, Mumbai",Mumbai,0,0,₹500
687,Dr. Anju Namashivaya,"MBBS, MRCOG(UK)",21 Years Experience Overall  (12 years as specialist),Gynecologist,"Vasanthnagar, Bangalore",Bangalore,94%,(104 votes),₹800
688,Dr. Dhwaraga J,"MBBS, DGO, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (13 years as specialist),Gynecologist,"OMR Road, Chennai",Chennai,0,0,₹600
689,Dr. Saloni Suchak,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (12 years as specialist),Gynecologist,"Malad West, Mumbai",Mumbai,99%,(597 votes),₹1000
690,Dr. Veena I G,"MBBS, DGO",20 Years Experience Overall  (19 years as specialist),Gynecologist,"Jayanagar 9 Block, Bangalore",Bangalore,0,0,₹500
691,Dr. Anusha Pulla,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall  (5 years as specialist),Gynecologist,"Kompally, Hyderabad",Hyderabad,0,0,₹400
692,Dr. Priyadarshini Ghosh,"MBBS, DGO",15 Years Experience Overall,Gynecologist,"Nehru Place, Delhi",Delhi,0,0,₹1200
693,Dr. Madhavi Reddy,"MBBS, DGO",23 Years Experience Overall  (22 years as specialist),Gynecologist,"Alwal, Hyderabad",Hyderabad,93%,(43 votes),₹500
694,Dr. Nirmala Shivalingaiah,"MBBS, MD - Obstetrics & Gynaecology",43 Years Experience Overall  (38 years as specialist),Gynecologist,"Richmond Town, Bangalore",Bangalore,91%,(44 votes),₹600
695,Dr. Puja Lavania,"DGO, DNB - Obstetrics & Gynecology, MBBS",16 Years Experience Overall  (13 years as specialist),Gynecologist,"Chanda Nagar, Hyderabad",Hyderabad,94%,(245 votes),₹400
696,Dr. Priti Nair,"MBBS, DGO, DNB - Obstetrics & Gynecology",6 Years Experience Overall,Gynecologist,"Malakpet, Hyderabad",Hyderabad,0,0,₹500
697,Dr. C. Hemalatha Devi,"MBBS, DGO",52 Years Experience Overall  (49 years as specialist),Gynecologist,"West Marredpally, Hyderabad",Hyderabad,92%,(200 votes),₹800
698,Dr. Suma Venugopal,"MD - Obstetrics & Gynaecology, MBBS",35 Years Experience Overall  (24 years as specialist),Gynecologist,"Jayanagar, Bangalore",Bangalore,0,0,₹600
699,Dr. Deepika Doshi,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (7 years as specialist),Gynecologist,"Borivali West, Mumbai",Mumbai,0,0,₹800
700,Dr. Aparnaa Panda,"MBBS, MD - Obstetrics & Gynaecology",24 Years Experience Overall  (20 years as specialist),Gynecologist,"Bannerghatta Road, Bangalore",Bangalore,92%,(1165 votes),₹850
701,Dr. Ambuja Govindaraj,"MBBS, MS - Obstetrics & Gynaecology, DGO",16 Years Experience Overall  (15 years as specialist),Gynecologist,"Yeshwanthpur, Bangalore",Bangalore,0,0,₹750
702,Dr. Dipti K Yadav,"MBBS, MS - Obstetrics & Gynaecology",27 Years Experience Overall  (20 years as specialist),Gynecologist,"Dwarka Sector 12, Delhi",Delhi,86%,(44 votes),₹800
703,Dr. R. Charumathi,"MBBS, MD - Obstetrics & Gynaecology, DGO",35 Years Experience Overall,Gynecologist,"Thousand Lights, Chennai",Chennai,0,0,₹1000
704,Dr. Dhrupti B Dedhia,"MBBS, DGO, MD - Obstetrics & Gynaecology",24 Years Experience Overall,Gynecologist,"Santacruz West, Mumbai",Mumbai,0,0,₹1500
705,Dr. Sangeeta Pikale,"MBBS, DGO, MD - Midwifery & Gynecology",32 Years Experience Overall  (30 years as specialist),Gynecologist,"Mahim, Mumbai",Mumbai,100%,(13 votes),₹1800
706,Dr. Tripti Sethi,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (9 years as specialist),Gynecologist,"Greater Kailash Part 2, Delhi",Delhi,0,0,₹1000
707,Dr. Amitha Indersen,"MBBS, MD - Obstetrics & Gynaecology",18 Years Experience Overall  (13 years as specialist),Gynecologist,"Kondapur, Hyderabad",Hyderabad,82%,(11 votes),₹500
708,Dr. Neelam Suri,"MBBS, MD - Obstetrics & Gynaecology",33 Years Experience Overall  (28 years as specialist),Gynecologist,"Sarita Vihar, Delhi",Delhi,0,0,₹2000
709,Dr. Archana Kankal,"MBBS, DGO",22 Years Experience Overall,Gynecologist,"Kalyani Nagar, Pune",Pune,84%,(62 votes),₹600
710,Dr. Swasti,"MBBS, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (17 years as specialist),Gynecologist,"Patparganj, Delhi",Delhi,0,0,₹800
711,Dr. Meenal Warade,"DGO, MBBS",13 Years Experience Overall  (6 years as specialist),Gynecologist,"Ravet, Pune",Pune,100%,(65 votes),₹600
712,Dr. Soumil Trivedi,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (8 years as specialist),Gynecologist,"Ghatkopar East, Mumbai",Mumbai,100%,(83 votes),₹2000
713,Dr. Rekha Khandelwal,"MBBS, MS - Obstetrics & Gynaecology",45 Years Experience Overall  (42 years as specialist),Gynecologist,"Malviya Nagar, Delhi",Delhi,83%,(18 votes),₹1000
714,Dr. Padma Srivastava,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall,Gynecologist,"Lulla Nagar, Pune",Pune,95%,(137 votes),₹650
715,Dr. Koka Sreedevi,"MBBS, DGO",29 Years Experience Overall  (28 years as specialist),Gynecologist,"Jeedimetla, Hyderabad",Hyderabad,100%,(23 votes),₹500
716,Dr. Gaikwad Ramesh Ranganath,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (11 years as specialist),Gynecologist,"Viman Nagar, Pune",Pune,0,0,0
717,Dr. Kavita Peter Gonsalves,"MBBS, DGO, DNB - Obstetrics & Gynecology",14 Years Experience Overall,Gynecologist,"Bannerghatta Road, Bangalore",Bangalore,0,0,₹850
718,Dr. Sapna Khare,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (8 years as specialist),Gynecologist,"Goregaon West, Mumbai",Mumbai,100%,(87 votes),₹800
719,Dr. Parinaaz Parhar,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",9 Years Experience Overall,Gynecologist,"Secunderabad, Hyderabad",Hyderabad,100%,(28 votes),₹700
720,Dr. Chinmayie R,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",13 Years Experience Overall  (7 years as specialist),Gynecologist,"Basavanagudi, Bangalore",Bangalore,0,0,₹550
721,Dr. Neethi Mala Mekala,"MD - Obstetrics & Gynaecology, MBBS",9 Years Experience Overall  (5 years as specialist),Gynecologist,"Chanda Nagar, Hyderabad",Hyderabad,0,0,₹400
722,Dr. Reshma,"MBBS, MS - Obstetrics & Gynaecology",4 Years Experience Overall  (1 year as specialist),Gynecologist,"Korattur, Chennai",Chennai,0,0,₹300
723,Dr. Ramesh S M,"MBBS, MS - General Surgery, DGO",23 Years Experience Overall  (20 years as specialist),Gynecologist,"Richmond Town, Bangalore",Bangalore,100%,(12 votes),₹550
724,Dr. Sandhya Ghode,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall  (4 years as specialist),Gynecologist,"Indiranagar, Bangalore",Bangalore,0,0,0
725,Dr. Rukkayal Fathima,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (6 years as specialist),Gynecologist,"Mylapore, Chennai",Chennai,99%,(258 votes),₹400
726,Dr. Uma Ramesh,"MBBS, DGO, DNB - Obstetrics & Gynecology",26 Years Experience Overall  (21 years as specialist),Gynecologist,"Okkiyam Thuraipakkam, Chennai",Chennai,98%,(253 votes),₹1000
727,Dr. Jyoti Bhaskar,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",34 Years Experience Overall  (29 years as specialist),Gynecologist,"Patparganj, Delhi",Delhi,99%,(193 votes),₹1100
728,Dr. Nancy Anitha,"DGO, MBBS",13 Years Experience Overall  (8 years as specialist),Gynecologist,"Poonamalle, Chennai",Chennai,84%,(67 votes),₹500
729,Dr. Mangalam,"MBBS, DGO, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (12 years as specialist),Gynecologist,"Neelankarai, Chennai",Chennai,0,0,₹750
730,Dr. Bharati Kamoji,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",27 Years Experience Overall  (25 years as specialist),Gynecologist,"Sahakaranagar, Bangalore",Bangalore,97%,(64 votes),₹850
731,Dr. Madhushree Venkat,"MBBS, DGO, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (18 years as specialist),Gynecologist,"Mulund West, Mumbai",Mumbai,82%,(34 votes),₹800
732,Dr. Vinutha Sasalatti,"MBBS, MS - Obstetrics & Gynaecology",10 Years Experience Overall  (5 years as specialist),Gynecologist,"KR Puram, Bangalore",Bangalore,0,0,₹500
733,Dr. Sarojini,"MBBS, MD - Obstetrics & Gynaecology",21 Years Experience Overall,Gynecologist,"Kukatpally, Hyderabad",Hyderabad,0,0,₹600
734,Dr. Navaaz Azil Tantra,"MBBS, DNB - Obstetrics & Gynecology, DGO",28 Years Experience Overall  (25 years as specialist),Gynecologist,"Malad West, Mumbai",Mumbai,0,0,₹1000
735,Dr. D. Kavitha,"MBBS, DGO",24 Years Experience Overall  (20 years as specialist),Gynecologist,"OMR Road, Chennai",Chennai,0,0,₹600
736,Dr. Ameet Dhurandhar,"MBBS, DGO",23 Years Experience Overall,Gynecologist,"Santacruz West, Mumbai",Mumbai,0,0,₹2500
737,Dr. Shruthi R,"MBBS, MS - Obstetrics & Gynaecology",7 Years Experience Overall  (5 years as specialist),Gynecologist,"Banashankari, Bangalore",Bangalore,0,0,₹500
738,Dr. Mamatha B Shetty,"MBBS, MS - Obstetrics & Gynaecology",19 Years Experience Overall  (14 years as specialist),Gynecologist,"HRBR Layout, Bangalore",Bangalore,99%,(174 votes),₹850
739,Dr. Sathya Balasubramanyam,"MBBS, MD - Obstetrics & Gynaecology",26 Years Experience Overall  (22 years as specialist),Gynecologist,"T Nagar, Chennai",Chennai,98%,(192 votes),₹600
740,Dr. Shruti Rothe Patil,"MBBS, DGO",13 Years Experience Overall  (8 years as specialist),Gynecologist,"Aundh, Pune",Pune,94%,(34 votes),₹600
741,Dr. Roopa B A,"MBBS, DNB - Obstetrics & Gynecology",8 Years Experience Overall,Gynecologist,"Sampangiramnagar, Bangalore",Bangalore,0,0,₹800
742,Dr. Bindu Gohil Mulekar,"MBBS, DGO",31 Years Experience Overall  (23 years as specialist),Gynecologist,"Malad West, Mumbai",Mumbai,0,0,₹1000
743,Dr. Swati Mehrotra,"MBBS, DNB - Obstetrics & Gynecology",11 Years Experience Overall  (6 years as specialist),Gynecologist,"Naraina Vihar, Delhi",Delhi,100%,(25 votes),₹600
744,Dr. Karunya Ramesh,"DGO, MBBS",11 Years Experience Overall  (7 years as specialist),Gynecologist,"Adyar, Chennai",Chennai,100%,(27 votes),₹400
745,Dr. L. Santhi Latha,"MBBS, MS - Obstetrics & Gynaecology",15 Years Experience Overall  (13 years as specialist),Gynecologist,"East Marredpally, Hyderabad",Hyderabad,0,0,₹900
746,Dr. G. Swarna Sree,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall,Gynecologist,"Ameerpet, Hyderabad",Hyderabad,98%,(48 votes),₹500
747,Dr. Deepthi RK Shashidhar,"MBBS, MS - Obstetrics & Gynaecology",15 Years Experience Overall  (10 years as specialist),Gynecologist,"Jayanagar 4 Block, Bangalore",Bangalore,98%,(1343 votes),₹600
748,Dr. Pallavi Joshi Bhaik,"MBBS, DNB - Obstetrics & Gynecology, DGO",19 Years Experience Overall  (14 years as specialist),Gynecologist,"Kothrud, Pune",Pune,95%,(20 votes),₹400
749,Dr. Rajesh K. Bawaskar,"MD - Obstetrics & Gynaecology, MBBS",15 Years Experience Overall  (14 years as specialist),Gynecologist,"Wakad, Pune",Pune,96%,(81 votes),₹1000
750,Dr. N. Nikath Nasreen,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (5 years as specialist),Gynecologist,"CIT Nagar, Chennai",Chennai,88%,(25 votes),₹400
751,Dr. Kishor Kumar Hol,"MBBS, MD - Obstetrics & Gynaecology",17 Years Experience Overall  (13 years as specialist),Gynecologist,"Sinhagad Road, Pune",Pune,95%,(44 votes),₹600
752,Dr. Swarnalatha Kamshetty,"MBBS, DGO",12 Years Experience Overall  (7 years as specialist),Gynecologist,"Tilak Nagar, Hyderabad",Hyderabad,0,0,₹500
753,Dr. Deepika,"MBBS, MD - Obstetrics & Gynaecology",12 Years Experience Overall  (7 years as specialist),Gynecologist,"Green Park, Delhi",Delhi,97%,(59 votes),₹1500
754,Dr. Sadhana Vezhaventhan,"MBBS, DGO",23 Years Experience Overall  (18 years as specialist),Gynecologist,"Saidapet, Chennai",Chennai,98%,(268 votes),₹400
755,Dr. Priyadarshini V,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (5 years as specialist),Gynecologist,"Electronics City, Bangalore",Bangalore,0,0,₹700
756,Dr. Shakuntla Kumar,"MBBS, DGO, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",35 Years Experience Overall  (30 years as specialist),Gynecologist,"Kingsway Camp, Delhi",Delhi,98%,(2321 votes),₹1000
757,Dr. Raman Shobana,"DGO, DNB - Obstetrics & Gynecology, MBBS",12 Years Experience Overall,Gynecologist,"Electronics City, Bangalore",Bangalore,100%,(36 votes),₹850
758,Dr. Shafalika.S.B,"MBBS, DGO, DNB - Obstetrics & Gynecology",19 Years Experience Overall,Gynecologist,"Yeshwanthpur, Bangalore",Bangalore,100%,(464 votes),₹750
759,Dr. Nabila,"MBBS, MD - Obstetrics & Gynaecology",7 Years Experience Overall  (3 years as specialist),Gynecologist,"HBR Layout, Bangalore",Bangalore,100%,(63 votes),₹400
760,Dr. Vaishali R Chavan,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG), DGO",30 Years Experience Overall  (25 years as specialist),Gynecologist,"Wanowrie, Pune",Pune,93%,(60 votes),₹450
761,Dr. Vijay Lakshmi,"MBBS, MD - Obstetrics & Gynaecology",27 Years Experience Overall  (23 years as specialist),Gynecologist,"Greater Kailash Part 2, Delhi",Delhi,99%,(196 votes),₹1000
762,Dr. Payal Mahapatra,"MBBS, DGO",16 Years Experience Overall  (11 years as specialist),Gynecologist,"Marathahalli, Bangalore",Bangalore,90%,(140 votes),₹650
763,Dr. Hira Mardi,"MBBS, MS - Obstetrics & Gynaecology",19 Years Experience Overall  (9 years as specialist),Gynecologist,"Channasandra, Bangalore",Bangalore,98%,(107 votes),₹600
764,Dr. Shilpa Dhameja,"MBBS, DGO, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (17 years as specialist),Gynecologist,"Vasant Kunj, Delhi",Delhi,98%,(718 votes),₹800
765,Dr. Malleboyina Salomi,"MBBS, DGO",26 Years Experience Overall  (22 years as specialist),Gynecologist,"West Marredpally, Hyderabad",Hyderabad,96%,(27 votes),₹800
766,Dr. Rachana Kaveri,"DNB - Obstetrics & Gynecology, MBBS",7 Years Experience Overall,Gynecologist,"Andheri, Mumbai",Mumbai,0,0,₹800
767,Dr. Shraddha Shastri,"DNB - Obstetrics & Gynecology, MBBS",15 Years Experience Overall  (11 years as specialist),Gynecologist,"Dhayari, Pune",Pune,0,0,₹400
768,Dr. Nitin M Narvekar,"DGO, DNB - Obstetrics & Gynecology, MD - Obstetrics & Gynaecology",40 Years Experience Overall  (39 years as specialist),Gynecologist,"Matunga, Mumbai",Mumbai,100%,(28 votes),₹2000
769,Dr. Haritha Rao,"MBBS, MS - Obstetrics & Gynaecology",25 Years Experience Overall  (19 years as specialist),Gynecologist,"Indiranagar, Bangalore",Bangalore,97%,(67 votes),₹750
770,Dr. Ashwini B Gowdra,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",20 Years Experience Overall  (16 years as specialist),Gynecologist,"HSR Layout, Bangalore",Bangalore,96%,(2679 votes),₹800
771,Dr. Sadhna Singhal Vishnoi,"MBBS, DNB - Obstetrics & Gynecology",28 Years Experience Overall  (16 years as specialist),Gynecologist,"Punjabi Bagh, Delhi",Delhi,97%,(140 votes),₹1000
772,Dr. J. Kalai Selvi,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (10 years as specialist),Gynecologist,"Sithalapakkam, Chennai",Chennai,100%,(27 votes),₹400
773,Dr. Manisha Gupta,"MBBS, DGO",7 Years Experience Overall  (3 years as specialist),Gynecologist,"Patel Nagar West, Delhi",Delhi,0,0,₹500
774,Dr. Maljini,"MBBS, MD - Obstetrics & Gynaecology",28 Years Experience Overall  (18 years as specialist),Gynecologist,"Banjara Hills, Hyderabad",Hyderabad,98%,(55 votes),₹750
775,Dr. Archana Singh,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall  (4 years as specialist),Gynecologist,"Bellandur, Bangalore",Bangalore,0,0,₹850
776,Dr. Florence Vasantha Praba,"MBBS, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (11 years as specialist),Gynecologist,"Rajakilpakkam, Chennai",Chennai,96%,(223 votes),₹400
777,Dr. Meena Prashanth,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (16 years as specialist),Gynecologist,"Malleswaram, Bangalore",Bangalore,0,0,₹650
778,Dr. Shwetha S. Kamath,"MBBS, MS - Obstetrics & Gynaecology",15 Years Experience Overall  (10 years as specialist),Gynecologist,"RT Nagar, Bangalore",Bangalore,98%,(224 votes),₹600
779,Dr. Simrandeep Kaur,"MBBS, MD - Obstetrics & Gynaecology",16 Years Experience Overall  (11 years as specialist),Gynecologist,"Moti Nagar, Delhi",Delhi,100%,(18 votes),₹1200
780,Dr. Sangeetha,"Fellowship in Reproductive Medicine, MD - Obstetrics & Gynaecology, MBBS",11 Years Experience Overall  (9 years as specialist),Gynecologist,"Marathahalli, Bangalore",Bangalore,99%,(245 votes),₹700
781,Dr. Ambuja B N,"MBBS, DGO, MD - Obstetrics & Gynaecology",30 Years Experience Overall,Gynecologist,"Sampangiramnagar, Bangalore",Bangalore,95%,(22 votes),₹600
782,Dr. Farzana Tasneem,"MBBS, DGO",39 Years Experience Overall  (37 years as specialist),Gynecologist,"Langar Houz, Hyderabad",Hyderabad,0,0,₹500
783,Dr. Indra Nedumaran,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (15 years as specialist),Gynecologist,"Shenoy Nagar, Chennai",Chennai,99%,(448 votes),₹550
784,Dr. Arathi.S.M,"MBBS, DGO",26 Years Experience Overall  (10 years as specialist),Gynecologist,"Jayanagar 5 Block, Bangalore",Bangalore,100%,(12 votes),₹600
785,Dr. Anuradha Narayanan,"MBBS, DGO, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (13 years as specialist),Gynecologist,"Chembur, Mumbai",Mumbai,0,0,₹800
786,Dr. Helai Gupta,"MBBS, MD - Obstetrics & Gynaecology",28 Years Experience Overall,Gynecologist,"Panchsheel Park, Delhi",Delhi,88%,(17 votes),₹2100
787,Dr. Siva Kumar,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall  (15 years as specialist),Gynecologist,"Kilpauk, Chennai",Chennai,0,0,₹700
788,Dr. Anubha Jain Singhal,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (8 years as specialist),Gynecologist,"Rohini Sector 7, Delhi",Delhi,99%,(93 votes),₹500
789,Dr. Prakash Kini,"MBBS, MD - Obstetrics & Gynaecology, DGO",45 Years Experience Overall,Gynecologist,"Jayanagar, Bangalore",Bangalore,96%,(540 votes),₹1050
790,Dr. Himabindu Namala,"MBBS, MS - Obstetrics & Gynaecology",10 Years Experience Overall  (4 years as specialist),Gynecologist,"AS Rao Nagar, Hyderabad",Hyderabad,0,0,₹500
791,Dr. Ankita Chandna,"MBBS, MD - Obstetrics & Gynaecology",17 Years Experience Overall,Gynecologist,"Shalimar Bagh, Delhi",Delhi,0,0,₹1100
792,Dr. Tejashree A,"MBBS, MS - Obstetrics & Gynaecology",8 Years Experience Overall  (2 years as specialist),Gynecologist,"Kompally, Hyderabad",Hyderabad,0,0,₹700
793,Dr. Alpa Khakhar,"MD - Obstetrics & Gynaecology, MBBS",24 Years Experience Overall  (20 years as specialist),Gynecologist,"Thousand Lights, Chennai",Chennai,97%,(30 votes),₹1000
794,Dr. Manjula Bagdi,"MBBS, DGO",44 Years Experience Overall  (38 years as specialist),Gynecologist,"Thousand Lights, Chennai",Chennai,0,0,₹1000
795,Dr. Vimee Bindra,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (12 years as specialist),Gynecologist,"Jubilee Hills, Hyderabad",Hyderabad,98%,(309 votes),₹1000
796,Dr. Lakshmi Aswathaman,"MBBS, MD - Obstetrics & Gynaecology",42 Years Experience Overall  (33 years as specialist),Gynecologist,"Aminjikarai, Chennai",Chennai,0,0,₹800
797,Dr. Smitha T,"DGO, MBBS",11 Years Experience Overall  (10 years as specialist),Gynecologist,"Whitefield, Bangalore",Bangalore,0,0,₹400
798,Dr. Gudivaka Satya Priya,"MBBS, MS - Obstetrics & Gynaecology",6 Years Experience Overall  (5 years as specialist),Gynecologist,"SR Nagar, Hyderabad",Hyderabad,0,0,₹500
799,Dr. Sasirekha Kumaran,"MBBS, DGO, MD - Obstetrics & Gynaecology",22 Years Experience Overall  (18 years as specialist),Gynecologist,"Valasaravakkam, Chennai",Chennai,97%,(266 votes),₹500
800,Dr. Manisha Singh,"MBBS, DGO, DNB - Obstetrics & Gynecology, MD - Obstetrics & Gynaecology, Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London)",31 Years Experience Overall  (29 years as specialist),Gynecologist,"Bannerghatta Road, Bangalore",Bangalore,83%,(35 votes),₹1100
801,Dr. Pooja Bajaj Wadhwa,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (7 years as specialist),Gynecologist,"Punjabi Bagh, Delhi",Delhi,0,0,0
802,Dr. Rakhee Sahu,"MBBS, MD - Obstetrics & Gynaecology",24 Years Experience Overall  (20 years as specialist),Gynecologist,"Powai, Mumbai",Mumbai,95%,(21 votes),₹1300
803,Dr. Nirmal Nitin Gujarathi,"DNB - Obstetrics & Gynecology, DGO, MBBS",16 Years Experience Overall  (10 years as specialist),Gynecologist,"Malad West, Mumbai",Mumbai,0,0,₹1000
804,Dr. Ankesh Sahetya,"DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology, MBBS",14 Years Experience Overall  (11 years as specialist),Gynecologist,"Andheri West, Mumbai",Mumbai,100%,(1097 votes),₹1000
805,Dr. Eeshani Dutta,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall  (5 years as specialist),Gynecologist,"Quthbullapur, Hyderabad",Hyderabad,100%,(16 votes),₹500
806,Dr. BM Mamatha,"MBBS, MD - Obstetrics & Gynaecology",33 Years Experience Overall  (30 years as specialist),Gynecologist,"Koramangala 6 Block, Bangalore",Bangalore,0,0,₹600
807,Dr. Bharati Dhorepatil,"MBBS, DGO, DNB - Obstetrics & Gynecology",39 Years Experience Overall  (35 years as specialist),Gynecologist,"Nagar Road, Pune",Pune,89%,(406 votes),₹600
808,Dr. Rupali Bhatia,"MS - Obstetrics & Gynaecology, MBBS",10 Years Experience Overall  (7 years as specialist),Gynecologist,"Punjabi Bagh, Delhi",Delhi,0,0,₹1000
809,Dr. Manisha Agrawal,"MBBS, DGO",14 Years Experience Overall,Gynecologist,"Rohini Sector 18, Delhi",Delhi,0,0,₹500
810,Dr. Lavina Batra,"MBBS, DGO",17 Years Experience Overall  (12 years as specialist),Gynecologist,"Viman Nagar, Pune",Pune,80%,(498 votes),₹500
811,Dr. Padmavathi Ravipati,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",11 Years Experience Overall  (7 years as specialist),Gynecologist,"Gachibowli, Hyderabad",Hyderabad,100%,(49 votes),₹700
812,Dr. Usha Vishwanath,"MBBS, MD - Obstetrics & Gynaecology",37 Years Experience Overall  (26 years as specialist),Gynecologist,"Manapakkam, Chennai",Chennai,100%,(18 votes),₹500
813,Dr. Nivedita,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (8 years as specialist),Gynecologist,"Vasanthnagar, Bangalore",Bangalore,97%,(76 votes),₹800
814,Dr. Lata Ravichander,"MBBS, DGO, DNB - Obstetrics & Gynecology",29 Years Experience Overall  (27 years as specialist),Gynecologist,"HRBR Layout, Bangalore",Bangalore,98%,(41 votes),₹600
815,Dr. Manjula Shivshankar,"MBBS, DGO",38 Years Experience Overall,Gynecologist,"Old Airport Road, Bangalore",Bangalore,35%,(23 votes),₹750
816,Dr. Swathi Gogineni,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",14 Years Experience Overall,Gynecologist,"Jubilee Hills, Hyderabad",Hyderabad,85%,(27 votes),₹700
817,Dr. Asha Vijendra Gowda,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall,Gynecologist,"Nagarbhavi 2nd Stage, Bangalore",Bangalore,91%,(46 votes),₹500
818,Dr. Vaishali Umap,"MBBS, DGO",24 Years Experience Overall  (15 years as specialist),Gynecologist,"Wakad, Pune",Pune,82%,(88 votes),₹500
819,Dr. Triveni M P,"MBBS, DGO",21 Years Experience Overall  (16 years as specialist),Gynecologist,"HSR Layout, Bangalore",Bangalore,95%,(302 votes),₹500
820,Dr. Leena C D,"MBBS, MD - Obstetrics & Gynaecology",30 Years Experience Overall  (23 years as specialist),Gynecologist,"Hebbal, Bangalore",Bangalore,0,0,₹800
821,Dr. Bandana Sodhi,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",31 Years Experience Overall  (24 years as specialist),Gynecologist,"Lajpat Nagar, Delhi",Delhi,99%,(322 votes),₹800
822,Dr. Regina,"MBBS, MS - Obstetrics & Gynaecology",24 Years Experience Overall  (15 years as specialist),Gynecologist,"Banaswadi, Bangalore",Bangalore,95%,(425 votes),₹600
